???,Unnamed: 1,dlnC_RAW,dlnY_RAW,dlnC_NOME,dlnY_NOME,POP,RGDPPC_PPP,TO,FO
CHE,1922,8.918,7.912,3.953,4.891,3874.0,6486.719,0.477,0.525
CHE,1923,5.442,6.042,2.447,4.035,3883.0,6711.095,0.479,0.593
CHE,1924,-5.086,2.01,-0.122,2.62,3896.0,7226.394,0.504,0.694
CHE,1925,3.366,0.861,1.528,1.634,3910.0,7361.068,0.503,0.806
CHE,1926,-1.117,1.021,0.601,1.934,3932.0,7497.244,0.462,0.907
CHE,1927,3.74,4.09,2.132,3.239,3956.0,7962.014,0.478,0.975
CHE,1928,2.017,3.992,1.268,3.005,3988.0,8353.462,0.471,1.0
CHE,1929,1.773,2.789,0.452,1.51,4022.0,8635.802,0.461,1.0
CHE,1930,-7.764,-1.531,-1.923,-1.172,4051.0,8491.669,0.42,1.0
CHE,1931,7.121,-4.626,2.262,-2.642,4080.0,8437.191,0.363,1.0
CHE,1932,-2.342,-4.661,-0.179,-2.368,4102.0,7862.16,0.287,1.0
CHE,1933,3.173,3.702,1.242,0.407,4122.0,8057.293,0.278,1.0
CHE,1934,0.35,-1.484,-0.16,-1.403,4140.0,8086.254,0.264,1.0
CHE,1935,-1.133,-2.788,-1.281,-1.773,4155.0,7697.797,0.257,1.0
CHE,1936,-7.926,-2.916,-2.732,-1.495,4168.0,7574.233,0.263,1.0
CHE,1937,5.312,2.388,0.418,-0.099,4180.0,8360.382,0.329,1.0
CHE,1938,-4.367,-1.254,-1.467,-1.374,4192.0,7966.641,0.315,1.0
CHE,1939,4.869,-0.434,0.355,-1.715,4206.0,8092.206,0.329,1.0
CHE,1940,-3.156,-5.908,-2.85,-4.411,4226.0,8138.787,0.292,1.0
CHE,1941,-8.296,-6.866,-4.694,-4.56,4254.0,8046.674,0.295,1.0
CHE,1942,-5.367,-4.709,-3.951,-3.379,4286.0,7668.759,0.283,1.0
CHE,1943,-1.6,0.056,-2.631,-0.711,4323.0,7642.794,0.249,1.0
CHE,1944,-5.006,-0.854,-2.848,0.056,4364.0,7724.139,0.166,1.0
CHE,1945,-2.803,4.469,-0.006,3.521,4412.0,7475.094,0.182,1.0
CHE,1946,23.196,10.549,13.532,6.881,4467.0,8996.931,0.336,1.0
CHE,1947,2.365,4.953,2.814,3.761,4524.0,9182.169,0.4,1.0
CHE,1948,-3.958,-2.001,-1.456,-0.606,4582.0,9115.653,0.42,1.0
CHE,1949,-2.244,-6.212,-0.924,-2.331,4640.0,8756.594,0.343,1.0
CHE,1950,1.607,4.38,0.315,2.564,4694.0,9063.698,0.364,1.0
CHE,1951,-1.094,4.84,-0.839,2.652,4749.0,9684.144,0.433,1.0
CHE,1952,-1.742,-1.943,-0.866,-0.11,4815.0,9630.114,0.387,1.0
CHE,1953,0.221,0.678,0.419,1.237,4878.0,9840.303,0.376,1.0
CHE,1954,1.733,3.023,1.046,2.549,4929.0,10287.076,0.37,1.0
CHE,1955,1.626,3.94,1.292,3.111,4980.0,10866.867,0.38,1.0
CHE,1956,2.437,3.605,1.389,2.669,5045.0,11439.049,0.41,1.0
CHE,1957,-0.289,1.023,0.319,1.0,5126.0,11705.423,0.439,1.0
CHE,1958,-1.064,-4.964,0.136,-1.607,5199.0,11296.788,0.381,1.0
CHE,1959,2.375,3.64,1.627,2.415,5259.0,11870.127,0.385,1.0
CHE,1960,1.731,3.405,1.672,2.682,5362.0,12456.733,0.391,1.0
CHE,1961,2.596,4.071,2.334,3.054,5512.0,13098.694,0.406,0.987
CHE,1962,2.456,0.868,2.137,1.704,5666.0,13353.512,0.407,0.953
CHE,1963,1.444,1.412,1.618,1.546,5789.0,13710.485,0.398,0.916
CHE,1964,1.498,2.013,1.502,1.656,5887.0,14190.759,0.411,0.893
CHE,1965,1.238,0.756,1.292,0.818,5943.0,14503.618,0.408,0.893
CHE,1966,0.894,0.173,0.983,0.525,5996.0,14727.318,0.41,0.916
CHE,1967,0.586,0.53,1.121,0.816,6063.0,15010.391,0.406,0.953
CHE,1968,1.62,1.192,1.762,1.474,6132.0,15373.777,0.418,0.987
CHE,1969,2.83,2.877,2.362,2.478,6212.0,16030.908,0.436,1.0
CHE,1970,3.19,3.994,2.484,3.015,6267.0,16903.622,0.449,1.0
CHE,1971,2.266,1.677,2.527,1.624,6343.293,17381.035,0.422,0.994
CHE,1972,3.218,1.174,2.222,1.298,6401.4,17774.393,0.416,0.977
CHE,1973,0.958,1.174,0.735,0.305,6441.1,18203.568,0.436,0.952
CHE,1974,-1.923,-0.456,-0.926,-1.003,6460.0,18414.396,0.517,0.923
CHE,1975,-3.071,-7.35,-1.223,-3.583,6403.5,17224.018,0.441,0.898
CHE,1976,1.046,-1.079,0.429,-1.18,6333.313,17170.318,0.469,0.888
CHE,1977,2.012,1.257,0.9,-0.132,6316.424,17635.295,0.518,0.898
CHE,1978,0.66,-0.998,0.479,-0.406,6332.568,17662.187,0.491,0.923
CHE,1979,-0.39,0.786,0.093,0.463,6350.84,18050.211,0.504,0.952
CHE,1980,0.834,2.436,0.117,0.844,6385.229,18779.123,0.559,0.977
CHE,1981,-0.77,-0.202,-0.588,-0.386,6425.45,18956.182,0.54,0.994
CHE,1982,-1.497,-3.348,-0.682,-1.442,6468.126,18560.399,0.514,1.0
CHE,1983,-0.488,-1.314,-0.53,-0.548,6501.073,18559.859,0.499,1.0
CHE,1984,-0.178,1.318,-0.134,0.4,6529.684,19037.828,0.531,1.0
CHE,1985,0.051,1.612,-0.12,0.62,6563.77,19586.457,0.551,1.0
CHE,1986,0.73,-0.234,0.463,0.071,6603.192,19786.34,0.528,1.0
CHE,1987,0.497,-0.79,0.35,0.061,6649.942,19791.752,0.505,1.0
CHE,1988,-0.021,1.099,0.04,0.83,6704.112,20242.651,0.513,1.0
CHE,1989,0.46,2.262,-0.087,0.937,6763.653,20935.285,0.542,1.0
CHE,1990,-0.822,1.347,-0.632,0.219,6836.626,21487.195,0.517,1.0
CHE,1991,-0.745,-3.533,-0.964,-2.043,6920.562,21039.628,0.49,1.0
CHE,1992,-1.961,-2.322,-1.638,-1.722,6995.447,20803.54,0.454,1.0
CHE,1993,-2.657,-2.424,-1.692,-1.724,7058.211,20590.813,0.438,1.0
CHE,1994,-0.93,-0.943,-1.237,-1.39,7114.53,20685.449,0.445,1.0
CHE,1995,-1.168,-1.584,-1.017,-1.294,7157.106,20659.518,0.452,1.0
CHE,1996,-0.48,-1.042,-0.407,-0.732,7181.024,20688.712,0.457,1.0
CHE,1997,0.038,0.545,-0.046,0.18,7193.761,21071.99,0.501,1.0
CHE,1998,0.744,1.076,0.316,0.409,7207.995,21603.491,0.506,1.0
CHE,1999,0.727,-0.373,0.419,0.031,7232.809,21828.105,0.524,1.0
CHE,2000,0.711,1.728,0.33,0.654,7266.92,22521.381,0.556,1.0
CHE,2001,0.418,-0.795,-0.047,-0.637,7311.237,22692.357,0.556,1.0
CHE,2002,-1.823,-1.584,-0.803,-0.928,7361.757,22621.668,0.562,1.0
CHE,2003,-0.923,-2.169,-0.668,-1.016,7408.319,22516.482,0.557,1.0
CHE,2004,-0.236,0.604,-0.402,0.246,7450.867,22959.647,0.58,1.0
CHE,2005,0.078,1.017,-0.276,0.701,7489.37,23480.64,0.603,1.0
CHE,2006,-0.158,1.948,-0.302,1.159,7523.934,24262.436,0.637,1.0
CHE,2007,-0.904,1.8,-0.49,0.691,7554.661,25025.241,0.665,1.0
CHE,2008,0.33,-0.474,-0.062,-0.572,7581.52,25293.204,0.659,1.0
CHE,2009,-0.178,-4.832,-0.255,-2.27,7690.355,24538.195,0.58,1.0
CHE,2010,-0.636,0.582,-0.585,-0.367,7774.228,25033.239,0.603,1.0
CHE,2011,-1.583,-0.769,-0.936,-1.047,7858.101,25741.232,0.599,1.0
CHE,2012,0.036,-1.396,-0.403,-0.967,7942.973,26218.716,0.603,1.0
CHE,2013,0.225,-0.65,-0.273,-0.852,8026.846,26898.534,0.593,1.0
CHE,2014,-1.169,-0.136,-0.81,-0.531,8127.693,27672.943,0.596,1.0
CHE,2015,-0.566,-1.255,-0.698,-0.943,8225.545,27809.296,0.565,1.0
CHE,2016,-0.788,-1.05,-0.939,-1.193,8314.41,28151.393,0.582,1.0
DEU,1875,-0.446,1.231,-0.849,0.249,42518.0,2112.352,0.383,
DEU,1876,-4.635,-1.645,-2.218,-0.917,43059.0,2070.67,0.395,
DEU,1877,-1.415,-2.028,-1.109,-1.05,43610.0,2032.629,0.409,
DEU,1878,2.225,1.47,-0.446,0.036,44129.0,2102.998,0.397,
DEU,1879,-3.444,-0.517,-2.577,-0.965,44641.0,2028.667,0.407,
DEU,1880,-6.325,-5.178,-3.339,-2.287,45095.0,1991.406,0.35,
DEU,1881,0.34,1.285,-0.946,-0.077,45426.0,2025.285,0.359,
DEU,1882,-2.422,-0.752,-0.98,-0.017,45717.0,2044.481,0.37,
DEU,1883,4.043,1.856,1.372,1.092,46014.0,2143.278,0.377,
DEU,1884,-0.042,2.156,0.257,1.404,46335.0,2178.428,0.36,
DEU,1885,0.691,0.8,0.315,0.753,46705.0,2216.236,0.322,
DEU,1886,-0.679,-0.015,-0.395,0.39,47103.0,2211.378,0.321,
DEU,1887,-1.514,-0.116,-0.494,0.03,47540.0,2275.242,0.334,
DEU,1888,1.022,1.368,0.089,0.477,48020.0,2340.784,0.329,
DEU,1889,-0.073,-1.061,-0.007,-0.696,48512.0,2379.218,0.345,
DEU,1890,-0.568,-1.178,-0.269,-0.896,49239.0,2427.809,0.346,1.0
DEU,1891,-0.734,-2.154,-0.227,-1.194,49767.0,2396.546,0.332,1.0
DEU,1892,0.03,-1.252,0.677,-0.179,50279.0,2469.311,0.314,1.0
DEU,1893,4.511,4.387,1.854,1.895,50778.0,2565.464,0.314,1.0
DEU,1894,-1.452,0.415,0.031,0.624,51339.0,2597.602,0.303,1.0
DEU,1895,2.364,-0.11,0.835,0.335,52001.0,2686.084,0.312,1.0
DEU,1896,-1.944,0.506,-0.548,0.412,52753.0,2739.643,0.314,1.0
DEU,1897,-0.352,-0.274,-0.38,-0.075,53549.0,2774.61,0.319,1.0
DEU,1898,0.781,2.193,-0.28,0.37,54406.0,2847.822,0.321,1.0
DEU,1899,-0.928,-3.234,-0.954,-1.755,55248.0,2905.094,0.343,1.0
DEU,1900,-3.142,-1.717,-1.869,-1.582,56046.0,2984.759,0.353,1.0
DEU,1901,-1.936,-2.286,-1.394,-1.485,56874.0,2871.333,0.333,1.0
DEU,1902,-0.852,-1.097,-0.95,-0.714,57767.0,2893.467,0.338,1.0
DEU,1903,0.802,0.698,-0.155,-0.06,58629.0,3008.158,0.348,1.0
DEU,1904,-0.418,0.507,-0.659,0.292,59475.0,3083.354,0.353,1.0
DEU,1905,-1.207,1.599,-0.828,0.298,60314.0,3104.046,0.362,1.0
DEU,1906,-2.443,-2.691,-1.172,-0.847,61153.0,3152.137,0.382,1.0
DEU,1907,1.746,0.384,0.147,0.072,62013.0,3244.873,0.404,1.0
DEU,1908,0.901,1.493,-0.046,0.22,62863.0,3254.311,0.348,1.0
DEU,1909,-2.029,-1.778,-1.524,-0.793,63717.0,3274.706,0.359,1.0
DEU,1910,-4.359,-1.258,-2.456,-0.737,64568.0,3347.648,0.369,1.0
DEU,1911,0.482,1.304,-0.723,0.112,65359.0,3408.404,0.384,1.0
DEU,1912,1.654,-0.12,-0.893,-0.552,66146.0,3523.694,0.407,0.995
DEU,1913,-2.689,1.771,-4.606,-1.291,66978.0,3648.006,0.411,0.976
DEU,1914,-20.921,-9.53,-14.455,-7.608,67790.0,3059.29,0.4,0.938
DEU,1915,-9.047,-15.521,-10.642,-11.105,67883.0,2899.012,0.388,0.876
DEU,1916,-12.541,-2.623,-12.644,-6.812,67715.0,2934.503,0.377,0.795
DEU,1917,-14.696,-17.111,-12.064,-12.333,67368.0,2952.079,0.365,0.705
DEU,1918,-5.001,-3.525,-3.332,-4.775,66811.0,2983.157,0.354,0.611
DEU,1919,16.845,-5.585,10.121,-3.077,62897.0,2586.272,0.342,0.516
DEU,1920,-5.784,9.095,-0.968,4.85,61974.0,2795.596,0.33,0.427
DEU,1921,13.571,3.147,9.125,2.329,62473.0,3077.826,0.319,0.39
DEU,1922,2.988,3.668,2.154,0.658,61185.0,3330.986,0.307,0.436
DEU,1923,-15.174,-16.353,-6.776,-7.242,61577.0,2749.579,0.296,0.553
DEU,1924,18.556,8.617,12.569,4.259,61953.0,3198.829,0.284,0.71
DEU,1925,10.135,4.682,7.886,3.2,62411.0,3531.678,0.333,0.86
DEU,1926,-3.861,-1.075,0.519,1.047,62866.0,3604.636,0.302,0.962
DEU,1927,10.549,7.536,6.384,4.459,63252.0,3941.099,0.328,1.0
DEU,1928,-0.699,0.997,-0.471,0.175,63618.0,4089.994,0.32,0.949
DEU,1929,-3.002,-3.719,-2.575,-3.689,63957.0,4051.406,0.331,0.814
DEU,1930,-6.41,-9.109,-5.021,-8.257,64294.0,3973.358,0.298,0.613
DEU,1931,-5.597,-15.873,-4.374,-12.424,64631.0,3651.514,0.265,0.387
DEU,1932,-4.292,-10.662,-2.902,-8.188,64911.0,3361.678,0.204,0.186
DEU,1933,1.654,5.367,0.493,3.11,65218.0,3555.788,0.173,0.051
DEU,1934,3.907,7.559,1.499,6.395,65595.0,3858.212,0.148,0.0
DEU,1935,-1.83,9.28,-0.434,8.456,66871.0,4119.813,0.129,0.0
DEU,1936,-0.841,8.554,0.257,8.606,67349.0,4450.742,0.124,0.001
DEU,1937,3.484,8.257,1.754,8.113,67831.0,4684.923,0.141,0.002
DEU,1938,1.279,6.423,0.994,7.845,68424.0,4993.597,0.118,0.007
DEU,1939,5.074,14.672,1.014,12.993,69314.0,5406.244,0.099,0.013
DEU,1940,-10.157,12.569,-6.325,12.539,69838.0,5402.506,0.081,0.021
DEU,1941,-4.921,11.134,-5.616,10.54,70244.0,5711.15,0.103,0.031
DEU,1942,-12.54,3.053,-9.434,3.524,70834.0,5739.927,0.117,0.042
DEU,1943,-2.607,5.1,-5.565,4.083,70411.0,5889.648,0.112,0.052
DEU,1944,-10.419,-9.648,-10.536,-12.336,64247.0,6083.747,0.102,0.062
DEU,1945,-22.073,-109.703,-16.258,-102.385,65884.0,4514.284,0.093,0.073
DEU,1946,3.707,-18.872,0.146,-20.239,49260.0,2216.843,0.083,0.083
DEU,1947,-4.048,13.401,-1.489,12.198,49188.0,2436.091,0.074,0.094
DEU,1948,12.857,14.054,9.51,14.204,49311.0,2833.717,0.065,0.104
DEU,1949,8.084,15.853,8.134,15.01,49987.0,3282.464,0.114,0.118
DEU,1950,10.102,5.448,9.079,6.22,50799.0,3880.887,0.183,0.154
DEU,1951,4.948,6.661,6.019,6.611,51157.0,4205.812,0.209,0.23
DEU,1952,6.562,6.515,6.918,6.542,51611.0,4552.602,0.209,0.344
DEU,1953,7.871,5.859,7.052,5.8,52148.0,4905.088,0.205,0.477
DEU,1954,3.276,4.749,4.436,5.243,52665.0,5246.8,0.229,0.613
DEU,1955,7.41,8.75,6.487,7.467,52229.0,5796.972,0.252,0.737
DEU,1956,5.716,4.527,5.124,4.767,53931.0,6176.635,0.254,0.834
DEU,1957,3.312,2.87,3.708,3.103,54657.0,6492.214,0.283,0.903
DEU,1958,2.144,1.445,2.67,2.411,55292.0,6736.765,0.268,0.953
DEU,1959,2.947,4.798,3.356,4.295,56002.0,7176.689,0.273,0.987
DEU,1960,5.155,5.673,4.281,4.567,55433.0,7705.233,0.287,1.0
DEU,1961,2.932,1.455,2.976,2.147,56185.0,7952.16,0.275,1.0
DEU,1962,2.598,1.681,2.276,1.66,56837.0,8222.122,0.272,1.0
DEU,1963,0.234,0.137,1.189,1.099,57389.0,8385.523,0.277,1.0
DEU,1964,2.566,3.809,2.461,2.573,57971.0,8822.354,0.282,1.0
DEU,1965,3.984,2.486,2.75,1.942,58619.0,9185.729,0.296,1.0
DEU,1966,0.542,0.272,1.158,0.761,59148.0,9387.599,0.301,1.0
DEU,1967,-0.782,-2.174,0.705,-0.076,59286.0,9396.681,0.305,1.0
DEU,1968,2.697,3.403,2.474,2.513,59500.0,9864.45,0.324,1.0
DEU,1969,5.181,4.603,4.205,3.242,60067.0,10440.36,0.339,1.0
DEU,1970,4.791,2.374,4.155,2.195,60651.0,10839.145,0.333,0.994
DEU,1971,2.715,0.264,2.919,1.452,61284.0,11076.769,0.327,0.983
DEU,1972,3.05,1.941,2.589,1.435,61672.0,11480.849,0.325,0.975
DEU,1973,0.738,2.634,0.945,1.398,61976.0,11966.464,0.341,0.972
DEU,1974,-1.901,-1.49,-0.244,-0.535,62054.0,12063.032,0.399,0.975
DEU,1975,2.413,-2.68,1.906,-0.449,61829.0,12040.608,0.377,0.977
DEU,1976,3.051,4.061,2.533,2.12,61531.0,12683.847,0.41,0.97
DEU,1977,2.766,1.379,2.288,1.404,61400.0,13071.902,0.409,0.952
DEU,1978,2.053,1.451,1.937,1.484,61326.0,13455.32,0.398,0.93
DEU,1979,1.543,2.333,1.01,1.243,61359.0,13993.301,0.421,0.922
DEU,1980,-0.441,-0.889,-0.301,-0.432,61566.0,14114.03,0.449,0.93
DEU,1981,-2.165,-1.727,-1.529,-1.315,61682.0,14148.598,0.474,0.952
DEU,1982,-2.537,-2.498,-1.291,-1.253,61638.0,14039.641,0.478,0.977
DEU,1983,0.146,0.466,-0.161,0.226,61423.0,14328.857,0.468,0.994
DEU,1984,0.742,1.546,0.478,0.891,61175.0,14783.184,0.501,1.0
DEU,1985,0.48,0.621,0.719,0.517,61024.0,15139.762,0.52,1.0
DEU,1986,2.084,0.62,1.463,0.602,61066.0,15469.014,0.463,1.0
DEU,1987,1.889,-0.174,1.309,0.408,61077.0,15701.373,0.45,1.0
DEU,1988,0.425,1.414,0.749,1.006,61449.0,16160.115,0.458,1.0
DEU,1989,0.423,0.931,0.621,1.114,62063.0,16558.121,0.489,1.0
DEU,1990,0.249,1.589,0.628,1.41,63253.0,15928.845,0.476,1.0
DEU,1991,1.842,2.431,0.965,1.272,80013.9,16649.524,0.437,1.0
DEU,1992,0.915,-0.183,0.383,-0.114,80624.6,16890.561,0.4,1.0
DEU,1993,-1.459,-3.107,-0.339,-1.335,81156.36,16644.68,0.363,1.0
DEU,1994,0.03,0.652,-0.061,0.0,81438.35,17027.786,0.378,1.0
DEU,1995,0.27,-0.047,-0.132,-0.377,81678.05,17298.819,0.391,1.0
DEU,1996,-0.583,-0.93,-0.309,-0.326,81914.83,17420.221,0.403,1.0
DEU,1997,-0.908,0.013,-0.493,0.042,82034.77,17708.525,0.443,1.0
DEU,1998,-0.17,0.364,-0.037,0.241,82047.19,18028.881,0.464,1.0
DEU,1999,1.271,0.299,0.436,0.149,82100.24,18380.044,0.478,1.0
DEU,2000,0.621,1.395,0.344,0.504,82211.5,18943.516,0.555,1.0
DEU,2001,0.143,-0.51,-0.382,-0.536,82349.93,19156.69,0.561,1.0
DEU,2002,-2.472,-1.716,-1.578,-1.037,82488.5,19140.378,0.548,1.0
DEU,2003,-1.526,-1.877,-1.456,-1.226,82534.18,19087.572,0.557,1.0
DEU,2004,-1.435,-0.423,-1.477,-0.424,82516.26,19283.67,0.576,1.0
DEU,2005,-1.677,-0.87,-1.298,-0.286,82469.42,19417.057,0.616,1.0
DEU,2006,-0.622,2.115,-1.026,0.883,82376.45,20040.62,0.681,1.0
DEU,2007,-1.697,1.711,-1.369,0.669,82266.37,20546.936,0.691,1.0
DEU,2008,-1.127,-0.364,-1.181,-0.889,82110.1,20801.437,0.7,1.0
DEU,2009,-1.567,-7.16,-1.175,-2.774,81909.836,19789.845,0.598,1.0
DEU,2010,-1.073,2.521,-0.677,0.838,81859.77,20661.445,0.678,1.0
DEU,2011,1.598,3.817,0.164,1.405,81869.968,21874.573,0.726,1.0
DEU,2012,-0.451,-1.328,-0.438,-0.392,81716.257,22388.891,0.726,1.0
DEU,2013,-1.258,-1.415,-1.022,-0.769,81493.337,22824.425,0.705,1.0
DEU,2014,-1.06,-0.137,-1.007,-0.476,81154.213,23583.266,0.694,1.0
DEU,2015,-0.761,-0.768,-0.955,-0.869,80454.805,23988.968,0.704,1.0
DEU,2016,-0.53,-0.682,-0.891,-1.001,79669.685,24504.336,0.688,1.0
DNK,1875,-10.738,-0.858,-3.326,-1.111,1973.0,2111.602,0.448,
DNK,1876,7.773,-0.757,1.275,-1.157,1994.0,2130.331,0.442,
DNK,1877,-4.292,-5.788,-1.682,-2.727,2019.0,2046.152,0.451,
DNK,1878,0.909,1.039,0.083,-0.371,2043.0,2102.085,0.412,
DNK,1879,0.928,0.546,-0.354,-0.172,2064.0,2148.546,0.426,
DNK,1880,-1.072,-0.201,-1.156,-0.352,2081.0,2181.466,0.458,
DNK,1881,-7.939,-1.732,-2.073,-0.615,2101.0,2182.918,0.46,
DNK,1882,8.654,1.085,3.255,0.13,2120.0,2240.42,0.455,
DNK,1883,3.146,0.798,1.38,-0.26,2137.0,2299.05,0.486,
DNK,1884,-2.037,-2.254,-0.392,-1.153,2160.0,2285.375,0.472,
DNK,1885,-1.724,-2.261,-0.935,-1.054,2186.0,2274.209,0.434,
DNK,1886,-2.492,1.158,-0.752,0.164,2213.0,2336.109,0.399,
DNK,1887,2.061,0.652,0.849,-0.192,2237.0,2394.515,0.453,
DNK,1888,2.009,-1.745,0.873,-0.775,2257.0,2388.808,0.478,
DNK,1889,-0.152,-1.281,0.318,-0.211,2276.0,2399.631,0.494,
DNK,1890,0.534,3.35,0.235,1.165,2294.0,2523.243,0.48,
DNK,1891,-0.016,-0.545,0.14,0.074,2311.0,2555.18,0.499,
DNK,1892,0.136,0.061,0.056,0.066,2327.0,2597.791,0.486,
DNK,1893,0.726,-0.561,0.565,-0.146,2344.0,2628.737,0.482,
DNK,1894,-0.462,-0.597,0.107,0.209,2367.0,2657.427,0.534,
DNK,1895,2.848,2.596,0.869,1.035,2397.0,2770.225,0.509,
DNK,1896,-1.239,0.643,-0.99,0.391,2428.0,2835.791,0.508,
DNK,1897,-4.931,-0.703,-1.772,-0.233,2462.0,2862.989,0.519,
DNK,1898,0.545,-1.506,-0.236,-0.504,2497.0,2869.596,0.524,
DNK,1899,0.72,1.226,0.105,0.706,2530.0,2952.095,0.551,
DNK,1900,1.394,0.478,0.353,0.452,2561.0,3016.611,0.528,
DNK,1901,-0.887,1.196,-0.229,0.761,2594.0,3104.202,0.501,
DNK,1902,-1.344,-0.439,-0.107,0.248,2623.0,3141.068,0.539,
DNK,1903,2.243,2.965,1.117,1.59,2653.0,3290.298,0.544,
DNK,1904,1.693,-0.559,1.177,-0.132,2681.0,3325.58,0.558,
DNK,1905,-0.352,-1.135,0.686,-0.172,2710.0,3345.974,0.561,
DNK,1906,2.529,0.004,1.625,0.045,2741.0,3401.799,0.586,
DNK,1907,2.819,0.739,1.508,0.367,2775.0,3486.281,0.585,
DNK,1908,-2.391,0.23,-0.209,0.365,2809.0,3552.1,0.559,
DNK,1909,2.187,0.837,1.175,0.512,2845.0,3642.517,0.553,
DNK,1910,-0.712,0.039,0.387,0.477,2882.0,3705.083,0.553,
DNK,1911,3.978,2.351,1.89,0.819,2917.0,3856.661,0.566,
DNK,1912,0.002,-2.825,0.296,-1.086,2951.0,3812.226,0.619,
DNK,1913,0.488,0.913,0.019,0.178,2983.0,3912.169,0.615,
DNK,1914,-5.485,3.299,-1.424,-0.431,3018.0,4110.408,0.592,
DNK,1915,3.565,-10.186,2.053,-4.884,3055.0,3777.948,0.696,
DNK,1916,8.19,1.291,3.034,-1.87,3092.0,3891.258,0.644,
DNK,1917,-9.056,-9.12,-2.361,-5.391,3130.0,3616.582,0.498,
DNK,1918,2.314,-6.203,3.13,-2.652,3165.0,3458.597,0.34,
DNK,1919,20.534,9.372,9.014,3.257,3202.0,3859.628,0.54,0.5
DNK,1920,-8.692,1.735,-5.629,0.714,3242.0,3991.99,0.613,0.5
DNK,1921,-21.548,-6.031,-10.618,-1.317,3285.0,3826.055,0.489,0.5
DNK,1922,4.474,6.889,2.083,4.185,3322.0,4166.352,0.487,0.5
DNK,1923,11.968,7.399,4.671,4.01,3356.0,4558.811,0.571,0.5
DNK,1924,-5.06,-2.355,-2.922,-0.719,3389.0,4528.194,0.639,0.525
DNK,1925,-7.138,-5.097,-3.345,-1.723,3425.0,4378.38,0.606,0.593
DNK,1926,0.076,3.264,-0.21,1.324,3452.0,4597.682,0.531,0.694
DNK,1927,2.864,-0.428,1.498,0.26,3475.0,4657.925,0.569,0.806
DNK,1928,2.631,1.041,1.93,1.35,3497.0,4785.468,0.586,0.869
DNK,1929,2.296,4.223,2.047,2.558,3518.0,5075.355,0.574,0.835
DNK,1930,4.096,3.471,2.469,1.91,3542.0,5340.788,0.557,0.71
DNK,1931,0.377,-1.365,0.431,-0.79,3569.0,5359.241,0.497,0.54
DNK,1932,-3.152,-5.349,-0.76,-2.286,3603.0,5169.392,0.428,0.39
DNK,1933,2.184,0.67,0.452,-0.27,3633.0,5290.528,0.434,0.288
DNK,1934,-1.261,0.372,-0.947,-0.113,3666.0,5402.07,0.416,0.25
DNK,1935,-3.719,-0.24,-1.337,-0.251,3695.0,5479.689,0.392,0.25
DNK,1936,2.966,0.04,0.604,-0.058,3722.0,5574.761,0.414,0.25
DNK,1937,-0.065,-0.014,-0.494,-0.404,3749.0,5668.464,0.454,0.25
DNK,1938,0.345,-0.02,-1.046,-0.868,3777.0,5762.391,0.421,0.25
DNK,1939,0.108,2.239,-3.905,-1.931,3805.0,5992.951,0.408,0.25
DNK,1940,-27.363,-17.63,-15.584,-11.016,3832.0,5116.284,0.336,0.25
DNK,1941,-5.546,-13.008,-5.352,-9.162,3863.0,4573.746,0.265,0.25
DNK,1942,7.377,-0.47,2.146,-1.342,3903.0,4628.532,0.205,0.25
DNK,1943,-1.898,7.743,-0.04,4.176,3949.0,5079.952,0.205,0.25
DNK,1944,3.285,7.099,3.945,3.375,3998.0,5543.104,0.183,0.25
DNK,1945,12.503,-10.767,10.124,-3.342,4045.0,5066.136,0.114,0.25
DNK,1946,18.989,11.614,12.383,6.48,4101.0,5776.664,0.302,0.25
DNK,1947,-15.873,2.685,-9.188,2.57,4146.0,6034.848,0.331,0.25
DNK,1948,-2.349,0.543,-0.859,1.73,4190.0,6133.017,0.348,0.25
DNK,1949,2.988,1.804,1.885,2.041,4230.0,6494.369,0.411,0.256
DNK,1950,5.391,4.395,2.579,2.59,4271.0,6943.105,0.486,0.273
DNK,1951,-1.46,-1.891,-0.643,-0.429,4303.62,6936.486,0.553,0.298
DNK,1952,-3.337,-0.756,-1.307,0.236,4334.0,6955.238,0.507,0.327
DNK,1953,0.323,3.288,0.164,1.686,4369.28,7291.59,0.495,0.358
DNK,1954,2.739,0.21,0.762,0.204,4406.0,7371.312,0.532,0.392
DNK,1955,-1.792,-1.4,-0.805,-0.384,4439.0,7395.359,0.534,0.423
DNK,1956,-0.718,-0.316,-0.26,0.311,4466.471,7438.759,0.541,0.458
DNK,1957,0.095,2.764,0.118,1.554,4487.831,7965.095,0.532,0.5
DNK,1958,0.313,-0.067,0.607,1.12,4515.132,8095.223,0.526,0.548
DNK,1959,1.429,3.795,1.396,3.079,4546.636,8637.155,0.544,0.6
DNK,1960,4.141,3.729,2.909,3.243,4581.0,8811.832,0.559,0.65
DNK,1961,3.723,3.895,2.677,3.533,4609.817,9311.866,0.516,0.695
DNK,1962,0.568,3.058,1.646,2.573,4646.899,9747.361,0.511,0.727
DNK,1963,0.623,-1.851,1.351,0.692,4683.579,9731.66,0.514,0.744
DNK,1964,3.073,6.467,1.914,4.353,4720.171,10559.575,0.526,0.75
DNK,1965,0.212,1.99,0.817,1.845,4758.1,10953.322,0.51,0.75
DNK,1966,0.777,0.191,0.846,1.103,4797.5,11159.771,0.478,0.75
