???,Unnamed: 1,dlnC_RAW,dlnY_RAW,dlnC_NOME,dlnY_NOME,POP,RGDPPC_PPP,TO,FO
DNK,1967,1.029,2.195,1.095,2.038,4838.8,11436.513,0.456,0.75
DNK,1968,0.25,1.179,1.027,1.779,4867.3,11836.747,0.455,0.75
DNK,1969,3.799,4.499,1.985,3.016,4890.687,12530.55,0.464,0.75
DNK,1970,0.914,-0.169,0.565,0.612,4928.757,12685.551,0.477,0.75
DNK,1971,-1.494,0.607,-0.431,0.987,4963.126,12933.583,0.455,0.75
DNK,1972,-1.992,2.487,-0.698,1.438,4991.596,13538.355,0.426,0.75
DNK,1973,3.666,0.751,0.984,-0.035,5021.861,13945.428,0.474,0.75
DNK,1974,-4.75,-4.214,-1.644,-1.911,5045.297,13751.222,0.538,0.75
DNK,1975,1.369,-2.065,0.964,-0.747,5059.861,13621.125,0.491,0.75
DNK,1976,4.951,3.952,2.219,1.297,5072.596,14466.36,0.502,0.75
DNK,1977,-0.519,-0.762,-0.037,-0.081,5088.419,14655.436,0.486,0.75
DNK,1978,-0.673,0.712,-0.706,0.189,5104.247,14825.693,0.457,0.75
DNK,1979,-1.492,0.064,-1.792,-0.582,5116.8,15313.477,0.487,0.75
DNK,1980,-5.003,-2.195,-3.165,-1.555,5123.027,15227.326,0.527,0.75
DNK,1981,-4.022,-3.849,-2.406,-1.677,5121.572,15096.146,0.566,0.75
DNK,1982,0.636,0.837,-0.433,-0.016,5117.81,15563.298,0.554,0.75
DNK,1983,-0.009,0.902,0.143,0.535,5114.297,15966.222,0.556,0.75
DNK,1984,1.811,1.375,1.295,1.109,5111.619,16675.93,0.578,0.75
DNK,1985,2.542,2.191,1.701,1.619,5113.691,17384.116,0.585,0.763
DNK,1986,4.969,2.812,1.902,1.432,5120.534,17993.241,0.52,0.797
DNK,1987,-3.805,-1.134,-1.683,-0.556,5127.024,18023.321,0.484,0.847
DNK,1988,-3.461,-2.46,-1.883,-1.625,5129.516,18224.331,0.499,0.903
DNK,1989,-1.611,-2.778,-1.627,-1.735,5132.593,18261.335,0.532,0.953
DNK,1990,-1.091,-0.725,-0.998,-0.97,5140.954,18452.426,0.515,0.987
DNK,1991,-0.425,-0.679,-0.609,-1.059,5154.352,18643.79,0.525,1.0
DNK,1992,0.532,-0.551,-0.454,-0.868,5171.393,18949.445,0.513,1.0
DNK,1993,-3.434,-2.828,-1.053,-1.063,5188.386,18870.434,0.494,1.0
DNK,1994,3.931,2.753,1.333,1.203,5205.603,19847.266,0.517,1.0
DNK,1995,-0.596,0.77,-0.214,0.548,5232.612,20350.03,0.534,1.0
DNK,1996,-0.25,0.112,0.19,0.374,5262.075,20809.661,0.523,1.0
DNK,1997,0.913,0.529,0.225,0.383,5283.663,21387.538,0.548,1.0
DNK,1998,0.245,-0.257,-0.35,0.07,5302.767,21770.865,0.547,1.0
DNK,1999,-2.261,0.694,-1.397,0.297,5320.134,22255.437,0.546,1.0
DNK,2000,-1.857,1.208,-1.28,0.446,5337.416,22966.118,0.593,1.0
DNK,2001,-1.585,-1.32,-1.141,-0.8,5355.826,23048.491,0.593,1.0
DNK,2002,-0.104,-1.465,-0.249,-1.101,5374.693,23074.607,0.603,1.0
DNK,2003,-0.567,-1.491,0.057,-0.763,5394.138,23079.655,0.57,1.0
DNK,2004,3.187,0.165,1.891,-0.03,5413.392,23525.719,0.566,1.0
DNK,2005,2.517,0.441,1.667,0.156,5432.335,24016.886,0.584,1.0
DNK,2006,1.815,1.818,1.082,0.381,5450.661,24748.726,0.617,1.0
DNK,2007,0.144,-1.23,-0.328,-1.529,5468.12,25060.288,0.621,1.0
DNK,2008,-2.673,-2.793,-2.221,-2.657,5484.723,24788.6,0.634,1.0
DNK,2009,-6.392,-7.258,-3.652,-4.058,5519.779,23275.489,0.537,1.0
DNK,2010,-1.026,-0.282,-1.545,-1.281,5543.817,23512.631,0.555,1.0
DNK,2011,-1.481,-0.776,-1.796,-1.583,5569.858,23715.906,0.605,1.0
DNK,2012,-1.21,-1.842,-1.301,-1.433,5589.89,23685.472,0.606,1.0
DNK,2013,-1.482,-1.18,-1.408,-1.23,5611.925,23812.61,0.61,1.0
DNK,2014,-0.944,-0.592,-1.091,-0.768,5635.964,24091.597,0.593,1.0
DNK,2015,-0.489,-0.804,-0.673,-1.036,5669.016,24338.067,0.593,1.0
DNK,2016,-0.091,-0.527,-0.844,-0.923,5716.091,24610.052,0.584,1.0
ESP,1875,-2.451,0.936,-0.282,0.343,16538.415,1542.132,0.136,
ESP,1876,8.933,1.224,3.146,1.185,16574.727,1589.163,0.134,
ESP,1877,6.973,8.552,1.972,2.774,16634.488,1762.14,0.127,
ESP,1878,-8.5,-5.955,-3.164,-2.97,16732.149,1690.093,0.122,
ESP,1879,-6.969,-9.212,-2.956,-3.511,16848.28,1569.034,0.135,
ESP,1880,2.176,6.653,-0.432,1.707,16967.672,1707.086,0.151,
ESP,1881,0.931,-1.082,-0.911,-0.867,17094.463,1719.044,0.155,
ESP,1882,-3.622,-1.403,-1.889,-0.989,17201.33,1725.544,0.152,
ESP,1883,-1.061,-0.393,-1.535,-1.296,17263.319,1749.651,0.158,
ESP,1884,0.596,-1.499,-1.559,-2.145,17335.969,1754.573,0.144,
ESP,1885,-7.064,-5.594,-3.599,-3.616,17373.395,1688.923,0.15,
ESP,1886,-2.756,-4.147,-2.661,-3.17,17430.485,1649.42,0.155,
ESP,1887,-5.356,-4.009,-2.411,-2.549,17515.661,1613.066,0.161,
ESP,1888,5.979,2.083,0.644,-0.65,17562.245,1676.597,0.168,
ESP,1889,-3.011,-2.034,-1.409,-1.484,17591.189,1672.346,0.195,
ESP,1890,-2.155,-2.033,-1.065,-0.909,17590.227,1668.117,0.194,0.5
ESP,1891,-1.448,0.091,-0.311,-0.083,17609.213,1699.619,0.194,0.5
ESP,1892,8.144,6.292,1.471,1.464,17658.203,1842.497,0.193,0.5
ESP,1893,-6.018,-6.185,-2.559,-2.685,17721.597,1763.097,0.193,0.5
ESP,1894,0.338,-0.648,-2.084,-1.865,17780.326,1783.174,0.201,0.5
ESP,1895,-5.964,-3.485,-5.261,-3.638,17848.052,1753.038,0.181,0.5
ESP,1896,-19.979,-12.238,-8.231,-5.191,17936.048,1578.963,0.226,0.5
ESP,1897,6.472,3.968,1.277,0.604,18071.61,1672.377,0.223,0.5
ESP,1898,7.239,4.452,2.516,1.299,18254.136,1779.922,0.224,0.5
ESP,1899,-0.044,-1.469,0.651,-0.037,18438.911,1785.461,0.224,0.5
ESP,1900,-2.724,-0.281,0.898,0.299,18583.514,1812.42,0.237,0.5
ESP,1901,14.815,5.752,4.61,1.283,18707.89,1954.206,0.217,0.5
ESP,1902,-8.59,-6.956,-3.022,-3.251,18882.144,1855.633,0.22,0.5
ESP,1903,-2.89,-2.783,-2.315,-2.547,19093.332,1837.123,0.219,0.5
ESP,1904,-5.522,-3.708,-3.166,-2.535,19268.119,1802.036,0.213,0.5
ESP,1905,-4.517,-3.228,-2.238,-1.614,19382.496,1776.125,0.238,0.5
ESP,1906,5.041,3.864,1.1,0.922,19470.775,1879.256,0.216,0.5
ESP,1907,-1.016,0.122,-0.199,0.22,19574.641,1915.35,0.213,0.5
ESP,1908,5.032,1.31,0.904,0.299,19694.022,1975.464,0.19,0.5
ESP,1909,-2.484,0.308,-2.09,-0.62,19819.512,2017.147,0.177,0.5
ESP,1910,-11.524,-7.132,-4.38,-2.454,19938.823,1912.03,0.205,0.5
ESP,1911,6.882,5.219,-0.877,0.517,20035.553,2050.653,0.217,0.497
ESP,1912,-13.012,-5.575,-4.949,-2.104,20141.093,1974.301,0.231,0.485
ESP,1913,5.973,3.317,-0.558,0.012,20266.841,2077.542,0.232,0.461
ESP,1914,-5.491,-5.272,-4.301,-2.4,20472.193,2006.253,0.171,0.423
ESP,1915,-13.43,-1.43,-5.183,-1.266,20747.347,2013.3,0.169,0.372
ESP,1916,8.812,1.67,2.324,-0.568,20982.257,2083.981,0.182,0.312
ESP,1917,-0.001,-3.839,0.681,-2.107,21150.561,2041.508,0.188,0.253
ESP,1918,5.459,-2.935,2.308,-1.331,21192.701,2018.065,0.131,0.202
ESP,1919,-8.085,-0.272,-0.965,0.073,21235.824,2048.737,0.23,0.164
ESP,1920,14.126,5.203,6.271,2.394,21361.206,2196.912,0.241,0.14
ESP,1921,-4.039,0.615,1.374,0.763,21536.019,2250.175,0.179,0.128
ESP,1922,12.648,1.346,6.583,0.96,21757.408,2321.634,0.156,0.125
ESP,1923,-1.427,-1.616,0.861,-0.248,21934.499,2325.45,0.194,0.125
ESP,1924,-3.101,0.668,-0.322,0.968,22099.314,2383.084,0.178,0.125
ESP,1925,5.629,3.927,1.954,1.615,22290.779,2523.037,0.173,0.125
ESP,1926,-7.495,-3.806,-1.202,-0.473,22527.928,2472.443,0.14,0.125
ESP,1927,13.455,6.345,4.273,2.463,22781.149,2681.731,0.144,0.125
ESP,1928,-8.936,-3.113,-2.782,-0.793,23030.967,2646.232,0.156,0.125
ESP,1929,5.658,4.831,-0.003,0.757,23279.776,2827.098,0.168,0.119
ESP,1930,-14.916,-7.971,-6.616,-4.552,23583.396,2657.374,0.169,0.102
ESP,1931,1.574,-5.321,-0.629,-3.557,23967.305,2564.918,0.151,0.077
ESP,1932,2.811,0.03,-0.352,-2.165,24378.748,2611.779,0.153,0.048
ESP,1933,-6.405,-6.167,-3.476,-4.094,24792.067,2499.687,0.112,0.023
ESP,1934,3.243,0.687,-0.401,-2.2,25177.001,2562.137,0.102,0.006
ESP,1935,-1.243,-1.134,-6.43,-5.27,25542.523,2578.738,0.093,0.0
ESP,1936,-54.296,-29.836,-39.81,-19.859,25874.735,1947.877,0.104,0.001
ESP,1937,-14.561,-9.825,-15.637,-9.674,26046.89,1797.314,0.1,0.002
ESP,1938,7.921,-2.445,5.46,-2.742,26122.962,1785.401,0.079,0.007
ESP,1939,13.292,7.251,11.684,4.804,25929.386,1954.156,0.067,0.013
ESP,1940,19.641,7.67,14.144,5.149,25699.593,2147.842,0.05,0.021
ESP,1941,-6.218,-1.14,-1.77,1.143,25659.869,2161.636,0.045,0.031
ESP,1942,1.974,4.358,0.894,3.142,25633.098,2298.481,0.041,0.042
ESP,1943,-4.158,2.763,-1.741,1.669,25795.525,2405.311,0.058,0.052
ESP,1944,6.618,1.663,1.24,-0.593,26038.583,2489.574,0.062,0.062
ESP,1945,-14.681,-10.839,-5.688,-5.103,26293.768,2273.963,0.056,0.073
ESP,1946,16.216,1.6,7.864,-0.294,26557.638,2352.142,0.057,0.083
ESP,1947,-2.891,-0.608,-2.148,-1.383,26837.639,2379.864,0.064,0.094
ESP,1948,-9.929,-2.787,-5.617,-1.791,27249.361,2356.021,0.063,0.104
ESP,1949,-2.962,-3.032,-1.607,-1.522,27709.705,2326.71,0.079,0.112
ESP,1950,2.655,-0.946,2.458,0.313,28000.277,2346.199,0.083,0.118
ESP,1951,11.344,7.239,6.794,4.161,28155.692,2567.645,0.137,0.123
ESP,1952,3.28,6.174,2.705,3.934,28341.541,2780.22,0.141,0.124
ESP,1953,-5.349,-2.701,-1.559,0.465,28570.961,2754.732,0.162,0.125
ESP,1954,2.424,4.429,1.663,3.375,28800.581,2931.197,0.15,0.125
ESP,1955,1.328,0.84,1.954,1.845,29027.268,3009.004,0.168,0.125
ESP,1956,5.826,5.336,4.788,4.035,29255.078,3230.929,0.154,0.138
ESP,1957,5.543,0.902,4.844,1.559,29499.414,3318.774,0.152,0.172
ESP,1958,6.221,3.696,4.628,1.855,29786.417,3505.566,0.149,0.222
ESP,1959,-0.252,-3.534,0.654,-1.234,30100.212,3444.626,0.125,0.278
ESP,1960,-5.943,-2.73,-1.45,0.073,30436.647,3412.076,0.151,0.335
ESP,1961,8.24,8.588,5.715,5.703,30772.853,3784.84,0.163,0.386
ESP,1962,6.352,6.706,5.942,6.153,31060.833,4120.035,0.181,0.423
ESP,1963,8.126,6.968,6.796,6.346,31326.376,4496.698,0.176,0.452
ESP,1964,2.489,2.74,3.922,3.891,31602.525,4704.621,0.185,0.477
ESP,1965,5.161,4.822,4.729,4.53,31949.111,5025.684,0.197,0.494
ESP,1966,4.393,4.25,4.231,4.127,32368.082,5338.085,0.207,0.5
ESP,1967,3.568,2.372,3.615,2.844,32798.888,5564.415,0.189,0.5
ESP,1968,2.692,2.879,3.336,3.404,33205.585,5829.784,0.215,0.5
ESP,1969,4.598,6.047,3.92,4.424,33552.639,6304.401,0.228,0.506
ESP,1970,1.595,0.381,2.369,1.867,33878.187,6442.154,0.241,0.517
ESP,1971,2.759,2.162,3.276,3.08,34216.856,6701.161,0.237,0.525
ESP,1972,5.899,6.95,5.12,5.642,34595.886,7312.484,0.252,0.528
ESP,1973,5.123,5.735,4.379,4.989,34980.317,7883.219,0.265,0.525
ESP,1974,2.61,4.471,2.897,4.038,35363.89,8391.738,0.317,0.517
ESP,1975,0.945,0.081,1.677,1.336,35750.033,8549.357,0.29,0.506
ESP,1976,2.549,1.576,1.768,1.228,36127.525,8841.191,0.311,0.5
ESP,1977,0.228,0.406,0.345,0.349,36506.811,9036.599,0.301,0.5
ESP,1978,0.359,-0.06,0.096,0.089,36868.1,9193.409,0.287,0.5
ESP,1979,-1.397,-0.986,-0.926,-0.606,37194.315,9266.676,0.295,0.5
ESP,1980,-0.223,0.584,-0.82,-0.435,37493.072,9488.377,0.337,0.5
ESP,1981,-3.279,-2.589,-2.029,-1.339,37764.458,9411.907,0.374,0.5
ESP,1982,-2.007,-0.705,-1.736,-0.686,37987.108,9513.64,0.384,0.513
ESP,1983,-1.478,-0.417,-1.152,-0.438,38160.263,9644.173,0.419,0.547
ESP,1984,-1.951,-1.295,-0.936,-0.598,38325.244,9691.069,0.434,0.597
ESP,1985,1.793,0.86,1.012,0.921,38467.025,9950.375,0.43,0.653
ESP,1986,1.684,1.875,1.649,1.879,38571.941,10320.804,0.371,0.703
ESP,1987,4.1,4.769,3.178,3.849,38682.322,11019.373,0.379,0.737
ESP,1988,3.336,4.208,3.381,3.983,38764.307,11699.377,0.379,0.75
ESP,1989,4.104,4.326,3.348,3.885,38821.377,12435.985,0.383,0.75
ESP,1990,2.228,2.774,2.316,2.538,38860.827,13015.443,0.362,0.75
ESP,1991,1.394,1.213,1.202,1.165,38941.622,13410.879,0.358,0.75
ESP,1992,0.413,-0.738,-0.054,-0.566,39147.94,13551.404,0.362,0.75
ESP,1993,-4.018,-3.936,-1.884,-1.748,39356.082,13262.43,0.373,0.75
ESP,1994,-0.826,0.454,-0.708,0.092,39547.353,13562.098,0.419,0.75
ESP,1995,-0.099,1.44,-0.105,0.967,39718.895,14005.89,0.448,0.75
ESP,1996,0.518,0.454,0.463,0.685,39884.246,14322.327,0.463,0.763
ESP,1997,0.921,1.515,1.187,1.582,40049.974,14802.118,0.513,0.797
ESP,1998,2.459,2.362,1.964,2.02,40214.066,15428.173,0.529,0.847
ESP,1999,2.912,2.497,2.393,2.262,40369.667,16102.436,0.547,0.903
ESP,2000,2.472,2.924,2.018,2.284,40554.387,16877.986,0.602,0.953
ESP,2001,1.671,1.619,1.478,1.292,40766.049,17461.565,0.581,0.987
ESP,2002,-0.115,-0.473,0.429,0.183,41423.52,17691.372,0.55,1.0
ESP,2003,-0.989,-0.453,-0.078,-0.039,42196.231,17927.811,0.531,1.0
ESP,2004,0.902,-0.173,0.42,-0.098,42859.172,18218.277,0.542,1.0
ESP,2005,0.616,0.035,0.288,0.025,43662.613,18551.947,0.543,1.0
ESP,2006,0.626,0.675,-0.037,-0.064,44360.521,19013.017,0.557,1.0
ESP,2007,-0.203,-0.019,-1.147,-0.789,45236.004,19350.805,0.574,1.0
ESP,2008,-3.779,-2.248,-3.089,-2.376,45983.169,19260.534,0.558,1.0
ESP,2009,-5.999,-6.221,-3.842,-3.905,46367.55,18423.922,0.465,1.0
ESP,2010,-1.662,-2.213,-2.936,-2.927,46562.483,18344.351,0.523,1.0
ESP,2011,-4.263,-3.168,-3.835,-3.197,46736.257,18091.557,0.581,1.0
ESP,2012,-5.184,-4.981,-4.007,-3.671,46766.403,17521.592,0.599,1.0
ESP,2013,-4.316,-3.203,-3.114,-2.244,46591.857,17273.999,0.612,1.0
ESP,2014,0.32,0.015,-0.577,-0.581,46455.123,17586.858,0.63,1.0
ESP,2015,1.556,1.813,0.377,0.26,46410.149,18230.34,0.636,1.0
ESP,2016,1.343,1.291,-0.016,-0.048,46450.439,18798.948,0.629,1.0
FIN,1875,3.467,-1.335,1.107,-0.918,1912.647,1211.185,0.449,
FIN,1876,-1.86,1.879,-1.355,-1.04,1942.656,1259.243,0.427,
FIN,1877,-4.291,-5.953,-2.744,-3.835,1971.431,1211.2,0.455,
FIN,1878,-5.533,-5.476,-3.427,-3.691,1994.573,1172.766,0.447,
FIN,1879,-1.878,-2.605,-2.413,-3.059,2032.669,1167.404,0.445,
FIN,1880,-2.68,-3.034,-2.049,-2.838,2060.782,1154.827,0.508,
FIN,1881,-4.35,-6.075,-1.437,-2.673,2082.643,1110.058,0.506,
FIN,1882,8.23,6.057,2.344,1.385,2113.302,1202.886,0.529,
FIN,1883,-0.832,0.176,-0.533,-0.464,2146.395,1229.808,0.484,
FIN,1884,-2.471,-3.063,-1.56,-1.379,2180.547,1219.342,0.467,
FIN,1885,-4.427,-1.084,-1.972,-0.694,2208.518,1231.229,0.4,
FIN,1886,2.199,1.569,0.101,-0.038,2238.572,1275.502,0.362,
FIN,1887,0.012,-1.954,-0.47,-0.874,2278.14,1275.537,0.378,
FIN,1888,-2.35,-0.128,-1.19,-0.328,2314.179,1302.288,0.4,
FIN,1889,0.148,-0.139,-0.488,-0.253,2347.702,1326.588,0.42,
FIN,1890,1.633,2.109,-0.631,-0.174,2380.14,1381.04,0.391,
FIN,1891,-4.611,-4.343,-3.367,-2.878,2408.3,1350.39,0.399,
FIN,1892,-10.286,-7.564,-4.706,-3.263,2422.5,1279.885,0.391,
FIN,1893,1.366,2.497,0.4,0.784,2436.7,1340.901,0.39,
FIN,1894,6.102,2.34,3.516,1.74,2465.7,1399.422,0.43,
FIN,1895,5.645,4.291,4.252,2.83,2499.9,1492.396,0.441,
FIN,1896,2.354,2.976,2.793,2.31,2530.9,1569.941,0.46,
FIN,1897,4.497,1.376,3.25,1.219,2567.5,1624.195,0.467,
FIN,1898,1.742,0.759,1.287,-0.291,2610.3,1668.198,0.476,
FIN,1899,-4.164,-5.9,-1.093,-2.561,2635.3,1606.989,0.482,
FIN,1900,5.312,1.752,1.079,-0.702,2655.9,1668.48,0.483,
FIN,1901,-7.928,-4.152,-3.969,-2.669,2678.5,1636.178,0.426,
FIN,1902,-4.01,-4.836,-1.647,-2.109,2693.9,1591.303,0.474,
FIN,1903,6.325,3.741,1.873,0.79,2717.1,1685.789,0.475,
FIN,1904,-2.327,0.672,-0.619,0.037,2751.9,1730.987,0.466,
FIN,1905,-0.08,-1.541,0.266,-0.403,2773.0,1741.824,0.475,
FIN,1906,1.881,0.928,1.103,0.235,2803.7,1794.328,0.513,
FIN,1907,2.655,0.233,0.417,-0.303,2838.7,1834.488,0.526,
FIN,1908,-4.029,-2.409,-1.421,-0.905,2883.0,1828.938,0.486,
FIN,1909,-0.31,0.981,-0.606,-0.103,2914.8,1884.303,0.484,
FIN,1910,-0.528,-0.92,-0.617,-0.348,2943.4,1906.448,0.505,
FIN,1911,-0.371,-0.351,-0.442,-0.053,2980.0,1939.133,0.54,
FIN,1912,0.762,2.185,-0.363,0.545,3015.5,2022.402,0.53,
FIN,1913,1.696,2.267,-1.015,-0.298,3035.8,2110.671,0.564,
FIN,1914,-10.195,-7.447,-5.486,-5.196,3069.5,2000.617,0.423,
FIN,1915,-2.273,-8.344,-2.983,-6.443,3096.3,1881.678,0.489,
FIN,1916,2.248,-1.41,-2.736,-5.327,3114.2,1893.037,0.607,
FIN,1917,-15.987,-20.276,-12.486,-14.957,3134.3,1580.889,0.445,
FIN,1918,-28.734,-16.344,-17.362,-10.917,3115.3,1369.802,0.135,
FIN,1919,20.688,16.962,10.521,10.115,3118.0,1658.229,0.395,0.5
FIN,1920,1.444,8.714,1.857,6.944,3147.6,1845.53,0.48,0.5
FIN,1921,1.263,0.04,2.545,2.494,3193.2,1884.453,0.433,0.5
FIN,1922,7.253,6.821,5.225,5.624,3227.8,2058.014,0.477,0.5
FIN,1923,4.367,4.083,3.165,3.246,3258.6,2186.799,0.474,0.525
FIN,1924,-2.238,-0.389,-0.3,1.036,3286.2,2224.044,0.481,0.593
FIN,1925,-1.613,2.55,-0.191,2.237,3322.1,2328.195,0.511,0.694
FIN,1926,3.627,0.674,2.253,1.523,3355.2,2391.809,0.499,0.806
FIN,1927,2.48,4.63,2.161,3.23,3380.6,2557.118,0.502,0.907
FIN,1928,6.633,3.7,2.597,2.06,3412.1,2707.235,0.522,0.949
FIN,1929,-4.12,-1.68,-3.412,-1.155,3435.3,2716.818,0.506,0.92
FIN,1930,-9.459,-4.022,-6.927,-2.999,3462.7,2665.634,0.441,0.853
FIN,1931,-9.372,-5.34,-6.971,-3.371,3489.6,2580.597,0.369,0.79
FIN,1932,-7.512,-3.3,-4.852,-1.489,3516.0,2549.764,0.375,0.746
FIN,1933,2.461,3.804,1.11,2.374,3536.6,2701.645,0.399,0.729
FIN,1934,7.515,8.061,4.016,4.747,3561.6,2988.374,0.419,0.737
FIN,1935,1.077,1.399,2.52,2.696,3589.6,3092.662,0.42,0.75
FIN,1936,4.663,3.771,4.092,3.179,3612.4,3278.776,0.447,0.747
FIN,1937,7.415,2.797,4.43,2.164,3640.2,3441.18,0.521,0.735
FIN,1938,2.126,2.195,0.265,0.08,3672.1,3589.444,0.442,0.711
FIN,1939,-7.478,-7.286,-6.902,-4.352,3699.7,3407.698,0.408,0.673
FIN,1940,-19.581,-7.836,-12.705,-4.402,3695.617,3220.415,0.281,0.622
FIN,1941,-5.047,1.125,-5.761,-0.785,3707.815,3322.211,0.273,0.562
FIN,1942,-3.528,-2.234,-3.115,-0.573,3708.801,3327.173,0.269,0.5
FIN,1943,4.416,8.668,0.317,3.058,3732.532,3696.726,0.256,0.438
FIN,1944,-10.538,-2.448,-3.619,-1.701,3737.096,3684.58,0.161,0.375
FIN,1945,12.084,-8.717,6.725,-3.765,3778.89,3449.516,0.083,0.312
FIN,1946,4.117,4.458,4.104,1.68,3833.072,3682.992,0.216,0.25
FIN,1947,4.835,-1.182,5.371,0.156,3885.284,3716.845,0.31,0.188
FIN,1948,7.997,4.177,6.52,2.934,3937.84,3957.195,0.3,0.128
FIN,1949,1.878,2.725,3.281,2.293,3987.996,4143.258,0.297,0.077
FIN,1950,5.839,0.637,5.32,1.652,4029.803,4253.286,0.312,0.039
FIN,1951,4.466,5.154,3.782,3.265,4064.727,4571.196,0.429,0.015
FIN,1952,2.957,0.296,2.178,0.957,4116.228,4674.49,0.409,0.01
FIN,1953,-5.213,-2.43,-1.666,-0.25,4162.609,4651.64,0.311,0.023
FIN,1954,3.576,5.222,2.348,2.97,4211.191,5001.552,0.341,0.048
FIN,1955,5.045,1.673,3.001,1.645,4258.571,5196.817,0.358,0.077
FIN,1956,1.015,-0.284,0.091,0.424,4304.832,5295.327,0.343,0.102
FIN,1957,-5.044,1.811,-2.964,1.229,4343.19,5490.056,0.361,0.119
FIN,1958,-5.612,-2.564,-2.448,-0.349,4376.314,5474.334,0.365,0.125
FIN,1959,4.128,3.036,2.265,2.718,4413.046,5753.521,0.377,0.125
FIN,1960,5.09,5.979,3.959,4.385,4446.222,6230.359,0.405,0.125
FIN,1961,4.616,4.804,4.033,3.659,4475.787,6657.918,0.385,0.125
FIN,1962,3.116,0.178,3.157,1.342,4507.098,6818.967,0.38,0.125
FIN,1963,1.565,0.324,2.093,1.077,4539.519,6993.995,0.353,0.125
FIN,1964,2.767,2.578,2.541,2.078,4557.567,7306.734,0.372,0.131
FIN,1965,3.041,2.764,2.526,1.893,4569.896,7669.6,0.369,0.148
FIN,1966,0.075,-0.182,0.383,0.525,4591.842,7824.498,0.362,0.18
FIN,1967,-0.526,-0.396,0.19,0.314,4619.645,7946.599,0.352,0.225
FIN,1968,-2.461,-0.138,0.127,1.328,4633.292,8092.997,0.378,0.275
FIN,1969,8.171,7.144,5.166,4.884,4614.277,8877.575,0.411,0.32
FIN,1970,5.573,5.413,4.287,4.373,4598.336,9576.869,0.454,0.358
FIN,1971,-0.538,-0.044,1.766,1.942,4625.912,9764.698,0.43,0.392
FIN,1972,5.421,4.72,4.288,3.938,4653.401,10447.54,0.43,0.423
FIN,1973,3.165,3.775,2.198,2.837,4678.761,11085.105,0.437,0.452
FIN,1974,-0.831,0.463,0.221,0.506,4702.387,11361.296,0.515,0.477
FIN,1975,0.591,-1.319,-0.01,-0.862,4720.492,11441.303,0.447,0.494
FIN,1976,-1.227,-2.106,-0.769,-1.382,4730.836,11358.404,0.433,0.5
FIN,1977,-3.014,-2.02,-1.63,-0.997,4746.967,11354.529,0.458,0.5
FIN,1978,-0.335,0.216,-0.105,0.673,4758.088,11558.901,0.453,0.5
FIN,1979,3.108,4.438,1.375,2.47,4771.292,12331.547,0.507,0.5
FIN,1980,0.519,2.623,0.32,1.673,4787.778,12948.958,0.554,0.5
FIN,1981,-1.228,-1.234,0.041,-0.02,4812.15,13134.057,0.537,0.5
FIN,1982,1.912,0.362,1.136,0.43,4841.715,13484.753,0.502,0.5
FIN,1983,0.508,0.253,0.69,0.238,4869.858,13766.872,0.497,0.5
FIN,1984,0.432,0.405,0.524,0.434,4893.748,14106.717,0.489,0.5
FIN,1985,1.025,0.759,1.017,0.797,4910.664,14522.063,0.478,0.506
FIN,1986,0.948,0.211,1.238,0.54,4925.644,14819.459,0.429,0.53
FIN,1987,2.425,1.143,2.104,1.015,4938.602,15382.232,0.418,0.578
FIN,1988,2.904,2.615,1.834,1.57,4954.359,16087.913,0.405,0.648
FIN,1989,2.826,2.899,0.832,0.676,4974.383,16945.693,0.402,0.727
FIN,1990,-3.696,-2.474,-2.975,-2.635,4998.478,16866.375,0.378,0.797
FIN,1991,-6.537,-9.106,-5.026,-5.822,5029.002,15767.888,0.349,0.852
FIN,1992,-6.759,-6.444,-5.246,-4.829,5054.982,15136.115,0.401,0.892
FIN,1993,-6.44,-3.473,-4.248,-2.729,5077.912,14942.828,0.465,0.923
FIN,1994,-0.055,1.038,-0.82,-0.227,5098.754,15424.269,0.509,0.952
FIN,1995,3.419,1.427,1.339,0.734,5116.826,15976.988,0.52,0.977
FIN,1996,1.137,1.259,1.046,1.41,5132.32,16496.669,0.541,0.994
FIN,1997,0.975,3.582,1.15,2.66,5147.349,17472.304,0.568,1.0
FIN,1998,1.792,2.752,1.448,2.398,5159.646,18306.525,0.564,1.0
FIN,1999,1.215,1.535,1.039,1.943,5171.302,18981.003,0.543,1.0
FIN,2000,0.609,2.624,0.514,1.903,5181.115,19950.892,0.634,1.0
FIN,2001,-0.454,0.31,-0.104,0.49,5194.901,20360.392,0.579,1.0
FIN,2002,-0.869,-0.684,-0.024,0.072,5206.295,20683.001,0.559,1.0
FIN,2003,1.984,-0.528,1.351,0.046,5219.732,21053.138,0.549,1.0
FIN,2004,0.924,1.401,1.11,0.583,5236.611,21879.093,0.566,1.0
FIN,2005,1.585,0.329,1.597,0.6,5255.58,22478.604,0.605,1.0
FIN,2006,3.418,1.52,1.995,0.967,5276.955,23434.467,0.676,1.0
FIN,2007,0.289,2.558,0.183,0.533,5300.484,24651.34,0.672,1.0
FIN,2008,-1.049,-1.819,-0.905,-2.382,5326.314,24694.058,0.661,1.0
FIN,2009,-4.505,-11.18,-2.465,-5.646,5351.427,22561.74,0.49,1.0
FIN,2010,0.487,0.42,-0.427,-1.531,5375.276,23290.483,0.558,1.0
FIN,2011,0.348,0.004,-0.763,-1.78,5401.267,23783.247,0.596,1.0
