???;;dlnC_RAW;dlnY_RAW;dlnC_NOME;dlnY_NOME;POP;RGDPPC_PPP;TO ;FO
DEU;1991;1.8416144;2.4305208;0.9649781;1.271719;80013.9;16649.524;0.436986305;1
DEU;1992;0.91529246;-0.18259805;0.38270947;-0.11381578;80624.6;16890.561;0.399522896;1
DEU;1993;-1.458758;-3.1071742;-0.33891583;-1.3353656;81156.36;16644.68;0.363356805;1
DEU;1994;0.030139488;0.65241137;-0.061495636;4.04E-05;81438.35;17027.786;0.378307412;1
DEU;1995;0.27023847;-0.047224627;-0.13239569;-0.37713925;81678.05;17298.819;0.391057174;1
DEU;1996;-0.58279641;-0.92958572;-0.30923823;-0.3256546;81914.83;17420.221;0.403144402;1
DEU;1997;-0.90820346;0.012925309;-0.4925493;0.041720062;82034.77;17708.525;0.443332537;1
DEU;1998;-0.16957052;0.36392949;-0.036501049;0.24120936;82047.19;18028.881;0.463832877;1
DEU;1999;1.2706953;0.29896094;0.43591617;0.14940579;82100.24;18380.044;0.478369306;1
DEU;2000;0.62114697;1.3948217;0.34416333;0.50449883;82211.5;18943.516;0.554585362;1
DEU;2001;0.14288265;-0.50997151;-0.38154066;-0.53571852;82349.93;19156.69;0.561088598;1
DEU;2002;-2.4724737;-1.7162503;-1.5775812;-1.0371532;82488.5;19140.378;0.54774763;1
DEU;2003;-1.5256997;-1.8767927;-1.4560242;-1.2257811;82534.18;19087.572;0.557484273;1
DEU;2004;-1.4349003;-0.42318263;-1.4773104;-0.42371418;82516.26;19283.67;0.576376786;1
DEU;2005;-1.6772185;-0.87009301;-1.2977515;-0.28559841;82469.42;19417.057;0.615524415;1
DEU;2006;-0.62173235;2.1151951;-1.0264213;0.88282983;82376.45;20040.62;0.680710819;1
DEU;2007;-1.6965175;1.7112771;-1.3685874;0.66856322;82266.37;20546.936;0.691256524;1
DEU;2008;-1.1271003;-0.36430607;-1.1809565;-0.88894444;82110.1;20801.437;0.699758014;1
DEU;2009;-1.5665826;-7.1604583;-1.1746464;-2.7737435;81909.836;19789.845;0.597519844;1
DEU;2010;-1.0725831;2.52115;-0.67662345;0.83782437;81859.77;20661.445;0.677913304;1
DEU;2011;1.5982159;3.8173783;0.16416573;1.4053679;81869.968;21874.573;0.726471633;1
DEU;2012;-0.45123403;-1.3278905;-0.43814301;-0.391518;81716.257;22388.891;0.725711137;1
DEU;2013;-1.2578642;-1.4154595;-1.0221936;-0.76858668;81493.337;22824.425;0.704565076;1
DEU;2014;-1.0599021;-0.13651857;-1.0069326;-0.47554717;81154.213;23583.266;0.693575723;1
DEU;2015;-0.7610121;-0.76846598;-0.95546322;-0.86911349;80454.805;23988.968;0.70402313;1
DEU;2016;-0.52985232;-0.68205138;-0.89084286;-1.0009355;79669.685;24504.336;0.687539956;1
DNK;1875;-10.737566;-0.85846258;-3.3262624;-1.1110772;1973;2111.6016;0.448019802;nan
DNK;1876;7.7725547;-0.75720066;1.275316;-1.1565159;1994;2130.331;0.442307692;nan
DNK;1877;-4.2919658;-5.7880901;-1.6815034;-2.726713;2019;2046.1516;0.45148771;nan
DNK;1878;0.90923251;1.0391948;0.0828092;-0.37135637;2043;2102.0852;0.411609499;nan
DNK;1879;0.92765866;0.54644685;-0.35413812;-0.17167749;2064;2148.5465;0.425559947;nan
DNK;1880;-1.07246;-0.20068104;-1.156124;-0.35187474;2081;2181.4656;0.458333333;nan
DNK;1881;-7.9386379;-1.7323151;-2.0729384;-0.61539884;2101;2182.9177;0.460071514;nan
DNK;1882;8.6536018;1.0854973;3.2549816;0.12989359;2120;2240.4198;0.455294118;nan
DNK;1883;3.1464283;0.79814685;1.3802949;-0.25981833;2137;2299.0501;0.486175115;nan
DNK;1884;-2.0368639;-2.2540195;-0.39222729;-1.1529347;2160;2285.375;0.471990465;nan
DNK;1885;-1.7241313;-2.2612924;-0.93526166;-1.0543757;2186;2274.2086;0.434146341;nan
DNK;1886;-2.4923558;1.1576789;-0.75231489;0.16398339;2213;2336.1094;0.399267399;nan
DNK;1887;2.0607369;0.65207807;0.84876295;-0.19228008;2237;2394.515;0.453446191;nan
DNK;1888;2.0085665;-1.7452465;0.87327525;-0.77492922;2257;2388.8082;0.478002378;nan
DNK;1889;-0.15247477;-1.2813677;0.31778306;-0.21057187;2276;2399.6309;0.494394619;nan
DNK;1890;0.53360547;3.3504572;0.23469704;1.1650902;2294;2523.2432;0.479792746;nan
DNK;1891;-0.016036425;-0.54480583;0.13983867;0.073518951;2311;2555.1796;0.499007937;nan
DNK;1892;0.13628087;0.061195709;0.056098717;0.066471774;2327;2597.7911;0.485572139;nan
DNK;1893;0.72561999;-0.56060544;0.56520486;-0.14582549;2344;2628.7372;0.482;nan
DNK;1894;-0.46234961;-0.59687101;0.10749172;0.20905527;2367;2657.4271;0.534343434;nan
DNK;1895;2.8475247;2.5960943;0.86856476;1.0349199;2397;2770.2253;0.509143407;nan
DNK;1896;-1.2391762;0.64290437;-0.98995557;0.39134469;2428;2835.7908;0.50802644;nan
DNK;1897;-4.9305323;-0.70290571;-1.7724498;-0.23286167;2462;2862.9894;0.518687329;nan
DNK;1898;0.54501094;-1.506343;-0.23553084;-0.50361729;2497;2869.5955;0.523768366;nan
DNK;1899;0.71972739;1.2263358;0.10453252;0.7056314;2530;2952.0949;0.5505341;nan
DNK;1900;1.3940976;0.47839262;0.35251416;0.45178751;2561;3016.6107;0.527987897;nan
DNK;1901;-0.88671729;1.1964212;-0.22899851;0.76125688;2594;3104.202;0.501457726;nan
DNK;1902;-1.344384;-0.4394368;-0.10684191;0.24800336;2623;3141.0675;0.538681948;nan
DNK;1903;2.2434448;2.9652445;1.1167074;1.5897254;2653;3290.2978;0.544459644;nan
DNK;1904;1.6927258;-0.55890403;1.17685;-0.13200298;2681;3325.58;0.557809331;nan
DNK;1905;-0.35217175;-1.1349686;0.68628974;-0.17206115;2710;3345.9742;0.56097561;nan
DNK;1906;2.5288526;0.003878735;1.6249433;0.044973595;2741;3401.7986;0.585740627;nan
DNK;1907;2.8191935;0.73854971;1.5077755;0.36664984;2775;3486.2811;0.585393905;nan
DNK;1908;-2.3910573;0.23025465;-0.20869863;0.36495075;2809;3552.1004;0.55893965;nan
DNK;1909;2.1874215;0.83660487;1.1754033;0.51183833;2845;3642.5167;0.553063457;nan
DNK;1910;-0.71160399;0.039367185;0.38679041;0.47702075;2882;3705.0833;0.552549428;nan
DNK;1911;3.9781985;2.3505335;1.8904863;0.81906017;2917;3856.661;0.565577767;nan
DNK;1912;0.002171004;-2.824612;0.29588636;-1.0864127;2951;3812.2264;0.618805002;nan
DNK;1913;0.4876688;0.91287003;0.019197356;0.17834425;2983;3912.169;0.614515428;nan
DNK;1914;-5.4845377;3.29938;-1.4240772;-0.43128026;3018;4110.4076;0.592328984;nan
DNK;1915;3.5653002;-10.186429;2.0534086;-4.8836727;3055;3777.9476;0.695531694;nan
DNK;1916;8.1901184;1.2908089;3.033973;-1.8697013;3092;3891.2581;0.644279267;nan
DNK;1917;-9.0558203;-9.1195868;-2.3607382;-5.3908035;3130;3616.5815;0.498126405;nan
DNK;1918;2.3138846;-6.2031314;3.1298886;-2.6517434;3165;3458.5972;0.339907679;nan
DNK;1919;20.533607;9.3719517;9.0141039;3.256744;3202;3859.6284;0.540251681;0.5
DNK;1920;-8.6924066;1.7352416;-5.6288796;0.71437702;3242;3991.9895;0.613034072;0.5
DNK;1921;-21.547515;-6.0309805;-10.617931;-1.3169994;3285;3826.0548;0.488525673;0.5
DNK;1922;4.4738115;6.888864;2.0825881;4.184514;3322;4166.3516;0.486866445;0.5
DNK;1923;11.967986;7.3989708;4.6712821;4.0096101;3356;4558.8111;0.571475954;0.5
DNK;1924;-5.0598816;-2.3554505;-2.9224563;-0.71879266;3389;4528.1942;0.63874505;0.525475982
DNK;1925;-7.1377057;-5.0973562;-3.3453047;-1.7232578;3425;4378.3796;0.605558264;0.593016257
DNK;1926;0.075553281;3.2640754;-0.20995656;1.324103;3452;4597.6825;0.530656538;0.693518599
DNK;1927;2.8642829;-0.42774196;1.4980546;0.26025694;3475;4657.9252;0.568822866;0.806481401
DNK;1928;2.6309334;1.0411651;1.9303919;1.3504338;3497;4785.4675;0.586352768;0.86876977
DNK;1929;2.2957753;4.2230554;2.0472274;2.5581096;3518;5075.3553;0.574112375;0.834999633
DNK;1930;4.0961015;3.4709558;2.4694095;1.9102852;3542;5340.7877;0.557405784;0.709722102
DNK;1931;0.37682889;-1.3647947;0.43107952;-0.78989161;3569;5359.2407;0.497299311;0.540277898
DNK;1932;-3.1524401;-5.3488912;-0.75971122;-2.2864311;3603;5169.3922;0.428403756;0.389524385
DNK;1933;2.1837202;0.66964638;0.4518988;-0.27029166;3633;5290.5285;0.433890301;0.288213974
DNK;1934;-1.26055;0.37185138;-0.94685109;-0.1130624;3666;5402.0704;0.416122004;0.25
DNK;1935;-3.7187183;-0.23985423;-1.3368057;-0.25078752;3695;5479.6888;0.39184953;0.25
DNK;1936;2.966387;0.039964758;0.60399813;-0.057657502;3722;5574.7609;0.413901345;0.25
DNK;1937;-0.06493276;-0.013531484;-0.4943145;-0.40424862;3749;5668.4636;0.454138076;0.25
DNK;1938;0.34534375;-0.019611104;-1.0457227;-0.86772618;3777;5762.3908;0.42054831;0.25
DNK;1939;0.10778674;2.2387069;-3.9052626;-1.9311194;3805;5992.9514;0.408268734;0.25
DNK;1940;-27.363485;-17.630051;-15.583975;-11.016462;3832;5116.2839;0.335730858;0.25
DNK;1941;-5.5456615;-13.007538;-5.3518822;-9.1615236;3863;4573.7458;0.26450756;0.25
DNK;1942;7.3774371;-0.46985764;2.1461994;-1.3418345;3903;4628.5319;0.205353902;0.25
DNK;1943;-1.898402;7.7434857;-0.039836456;4.1757363;3949;5079.9519;0.20536859;0.25
DNK;1944;3.2853334;7.098604;3.9452316;3.3745969;3998;5543.1041;0.182527076;0.25
DNK;1945;12.502852;-10.767048;10.124259;-3.3419179;4045;5066.136;0.114285714;0.25
DNK;1946;18.989056;11.61389;12.383253;6.4797646;4101;5776.6642;0.301756757;0.25
DNK;1947;-15.872977;2.6851128;-9.1884509;2.5703982;4146;6034.848;0.331472393;0.25
DNK;1948;-2.3491586;0.54324465;-0.85865568;1.7304928;4190;6133.0167;0.347740114;0.25
DNK;1949;2.9881492;1.8042747;1.8850657;2.0407993;4230;6494.3688;0.411216931;0.256368996
DNK;1950;5.3911192;4.3951284;2.57902;2.5904796;4271;6943.1047;0.485997774;0.273254064
DNK;1951;-1.4603529;-1.8911495;-0.64266555;-0.42908044;4303.62;6936.486;0.552621342;0.29837965
DNK;1952;-3.3367152;-0.75616495;-1.3072509;0.23642068;4334;6955.2377;0.507335062;0.32662035
DNK;1953;0.32251691;3.2877386;0.16395667;1.6857352;4369.28;7291.5904;0.495081719;0.358114931
DNK;1954;2.7387468;0.2097858;0.7622491;0.20425676;4406;7371.3118;0.531745172;0.391885069
DNK;1955;-1.7924134;-1.4004429;-0.80457364;-0.38383896;4439;7395.3593;0.53395574;0.42337965
DNK;1956;-0.71770334;-0.31566696;-0.25987842;0.31101466;4466.471;7438.7587;0.541077953;0.457989346
DNK;1957;0.095445951;2.7639287;0.11769611;1.5537267;4487.831;7965.0949;0.532004868;0.5
DNK;1958;0.31323302;-0.066707878;0.60656997;1.1203963;4515.132;8095.2229;0.525946418;0.54837965
DNK;1959;1.4288313;3.7949645;1.3958571;3.0789405;4546.636;8637.155;0.544165529;0.599874414
DNK;1960;4.1409279;3.7291696;2.9094772;3.2434967;4581;8811.8315;0.558966312;0.650125586
DNK;1961;3.7231857;3.8949431;2.6766277;3.5326202;4609.817;9311.8664;0.516419677;0.695251355
DNK;1962;0.56829385;3.0579581;1.6464828;2.57259;4646.899;9747.3606;0.510615525;0.726745936
DNK;1963;0.6234956;-1.851196;1.3514095;0.69234637;4683.579;9731.6603;0.513614089;0.743631004
DNK;1964;3.0730751;6.4674769;1.9136908;4.3534318;4720.171;10559.575;0.525858596;0.75
DNK;1965;0.211664;1.9897857;0.81736717;1.8452368;4758.1;10953.322;0.509612626;0.75
DNK;1966;0.77739636;0.19054013;0.84564035;1.1031083;4797.5;11159.771;0.477733409;0.75
DNK;1967;1.0289744;2.1953151;1.0954024;2.037703;4838.8;11436.513;0.455739176;0.75
DNK;1968;0.25018282;1.1790559;1.0265535;1.7792729;4867.3;11836.747;0.455156673;0.75
DNK;1969;3.7994722;4.4993517;1.9852132;3.0159501;4890.687;12530.55;0.464171181;0.75
DNK;1970;0.91448564;-0.16880255;0.56455766;0.61201568;4928.757;12685.551;0.476695349;0.75
DNK;1971;-1.494399;0.60679729;-0.43082047;0.9868844;4963.126;12933.583;0.454692652;0.75
DNK;1972;-1.9920254;2.4869863;-0.6979992;1.4378658;4991.596;13538.355;0.425732184;0.75
DNK;1973;3.6655027;0.75073261;0.9841548;-0.034925616;5021.861;13945.428;0.474407117;0.75
DNK;1974;-4.7503991;-4.2138089;-1.6437828;-1.9112123;5045.297;13751.222;0.537920223;0.75
DNK;1975;1.3693872;-2.0649753;0.96438165;-0.74700067;5059.861;13621.125;0.491254852;0.75
DNK;1976;4.9510576;3.9520166;2.2192664;1.2967354;5072.596;14466.36;0.501651031;0.75
DNK;1977;-0.51888367;-0.76161355;-0.037190789;-0.081442177;5088.419;14655.436;0.486440684;0.75
DNK;1978;-0.6727898;0.71236374;-0.70631427;0.18917724;5104.247;14825.693;0.45697431;0.75
DNK;1979;-1.4917482;0.064030275;-1.7924829;-0.58207054;5116.8;15313.477;0.487410198;0.75
DNK;1980;-5.0034953;-2.1945414;-3.165068;-1.554945;5123.027;15227.326;0.526824223;0.75
DNK;1981;-4.0221088;-3.8492755;-2.4060058;-1.6766874;5121.572;15096.146;0.565746455;0.75
DNK;1982;0.63559866;0.83743501;-0.4329656;-0.015886962;5117.81;15563.298;0.553850908;0.75
DNK;1983;-0.008990664;0.90169749;0.14304244;0.53478563;5114.297;15966.222;0.55606814;0.75
DNK;1984;1.8110526;1.3752537;1.2948615;1.1089239;5111.619;16675.93;0.577781357;0.75
DNK;1985;2.5421495;2.1909799;1.7007657;1.6188734;5113.691;17384.116;0.585377702;0.762737991
DNK;1986;4.9685124;2.8117128;1.9021492;1.4320517;5120.534;17993.241;0.519946322;0.796508128
DNK;1987;-3.8045778;-1.1344404;-1.6827257;-0.55635832;5127.024;18023.321;0.484122162;0.846759299
DNK;1988;-3.4607989;-2.4599412;-1.8825578;-1.6250904;5129.516;18224.331;0.49901373;0.903240701
DNK;1989;-1.610527;-2.7775845;-1.6265447;-1.7351829;5132.593;18261.335;0.53155402;0.953491872
DNK;1990;-1.0908984;-0.72520722;-0.99843154;-0.969614;5140.954;18452.426;0.515107274;0.987262009
DNK;1991;-0.42457659;-0.67884434;-0.60874058;-1.0592751;5154.352;18643.79;0.525214585;1
DNK;1992;0.53179702;-0.5508394;-0.45366349;-0.86781566;5171.393;18949.445;0.51310497;1
DNK;1993;-3.4340123;-2.8279279;-1.0526811;-1.0630025;5188.386;18870.434;0.494378538;1
DNK;1994;3.9312687;2.7525986;1.3327937;1.2030584;5205.603;19847.266;0.516873417;1
DNK;1995;-0.59602866;0.77045823;-0.21395578;0.54815805;5232.612;20350.03;0.533845784;1
DNK;1996;-0.24980472;0.11239735;0.18990066;0.37381993;5262.075;20809.661;0.523183523;1
DNK;1997;0.91252564;0.52929555;0.22536006;0.38313212;5283.663;21387.538;0.548429295;1
DNK;1998;0.24511359;-0.25744317;-0.35032787;0.070328135;5302.767;21770.865;0.546821546;1
DNK;1999;-2.2609392;0.69416527;-1.3971245;0.29731668;5320.134;22255.437;0.545956396;1
DNK;2000;-1.8572349;1.2077802;-1.2799329;0.44567276;5337.416;22966.118;0.592836972;1
DNK;2001;-1.5846175;-1.3198853;-1.1412995;-0.8000648;5355.826;23048.491;0.59276413;1
DNK;2002;-0.10368741;-1.465325;-0.24921715;-1.1011653;5374.693;23074.607;0.602783417;1
DNK;2003;-0.56687149;-1.4910011;0.057353725;-0.76321908;5394.138;23079.655;0.570413796;1
DNK;2004;3.1871356;0.16503988;1.891399;-0.029867455;5413.392;23525.719;0.566385995;1
DNK;2005;2.5170183;0.44053912;1.6668437;0.15581773;5432.335;24016.886;0.584056666;1
DNK;2006;1.8150032;1.8179313;1.0817133;0.38120159;5450.661;24748.726;0.617010994;1
DNK;2007;0.14447725;-1.2301088;-0.3275296;-1.5287881;5468.12;25060.288;0.621282125;1
DNK;2008;-2.6733731;-2.7926751;-2.2205043;-2.6569643;5484.723;24788.6;0.634318609;1
DNK;2009;-6.3917729;-7.2578496;-3.6522039;-4.0580248;5519.7788;23275.489;0.536555536;1
DNK;2010;-1.025906;-0.28227919;-1.5447288;-1.2811849;5543.817;23512.631;0.555403147;1
DNK;2011;-1.4807024;-0.77560609;-1.7962678;-1.5830608;5569.8584;23715.906;0.604984314;1
DNK;2012;-1.2095888;-1.8418467;-1.3012419;-1.4328205;5589.8903;23685.472;0.606318569;1
DNK;2013;-1.482283;-1.1796678;-1.4075303;-1.2300755;5611.9253;23812.61;0.610198235;1
DNK;2014;-0.94410499;-0.59243724;-1.0910563;-0.76757697;5635.9635;24091.597;0.592942789;1
DNK;2015;-0.48926511;-0.80437114;-0.67266845;-1.0358837;5669.0161;24338.067;0.593105449;1
DNK;2016;-0.090947217;-0.52714152;-0.84357387;-0.9226522;5716.091;24610.052;0.583680048;1
ESP;1875;-2.4514379;0.93577035;-0.28237018;0.34262939;16538.415;1542.1315;0.136061637;nan
ESP;1876;8.9334137;1.2240607;3.1456869;1.1852472;16574.727;1589.1632;0.134236336;nan
ESP;1877;6.9725379;8.5520081;1.9717541;2.7740164;16634.488;1762.1401;0.127268578;nan
ESP;1878;-8.5002746;-5.9546926;-3.1640421;-2.9702385;16732.149;1690.0928;0.122201814;nan
ESP;1879;-6.9687873;-9.2124832;-2.9557862;-3.5111116;16848.28;1569.0338;0.134974556;nan
ESP;1880;2.1757984;6.6526184;-0.43233082;1.7066945;16967.672;1707.0855;0.151282993;nan
ESP;1881;0.93093261;-1.0820445;-0.91054793;-0.86656789;17094.463;1719.0442;0.155262167;nan
ESP;1882;-3.622417;-1.402761;-1.8894742;-0.98869057;17201.33;1725.5438;0.151704543;nan
ESP;1883;-1.0612345;-0.39271679;-1.535442;-1.2958517;17263.319;1749.6511;0.157895608;nan
ESP;1884;0.59649323;-1.4992513;-1.5594434;-2.1454668;17335.969;1754.5726;0.14369297;nan
ESP;1885;-7.0641459;-5.5935563;-3.5987777;-3.6161044;17373.395;1688.9231;0.150086765;nan
ESP;1886;-2.7558987;-4.1468854;-2.6614603;-3.1701046;17430.485;1649.4198;0.155347325;nan
ESP;1887;-5.3562162;-4.0087942;-2.4107422;-2.5493397;17515.661;1613.0665;0.160879594;nan
ESP;1888;5.9788272;2.0827869;0.64374925;-0.64965362;17562.245;1676.5972;0.167987712;nan
ESP;1889;-3.0108726;-2.0339924;-1.4086715;-1.4839169;17591.189;1672.3465;0.194905601;nan
ESP;1890;-2.1547375;-2.0333634;-1.0647165;-0.90918825;17590.227;1668.117;0.193955434;0.5
ESP;1891;-1.4477985;0.09070352;-0.31057858;-0.082774925;17609.213;1699.6186;0.193583114;0.5
ESP;1892;8.1441212;6.2916322;1.4708956;1.4643066;17658.203;1842.4967;0.193455143;0.5
ESP;1893;-6.0180647;-6.1851216;-2.5585798;-2.6851462;17721.597;1763.0966;0.192820728;0.5
ESP;1894;0.33784504;-0.6478123;-2.0837135;-1.8651023;17780.326;1783.174;0.201428823;0.5
ESP;1895;-5.9643068;-3.4845984;-5.2609772;-3.6379056;17848.052;1753.0381;0.180544828;0.5
ESP;1896;-19.978801;-12.238361;-8.2311614;-5.1911648;17936.048;1578.9626;0.225842023;0.5
ESP;1897;6.4715561;3.9676346;1.2774987;0.60413127;18071.61;1672.3767;0.22271752;0.5
ESP;1898;7.2388025;4.4522265;2.516403;1.2986113;18254.136;1779.9218;0.223951842;0.5
ESP;1899;-0.043942614;-1.4694363;0.65058077;-0.03689468;18438.911;1785.4606;0.223618876;0.5
ESP;1900;-2.7241953;-0.28146086;0.89752312;0.29911921;18583.514;1812.4204;0.237477417;0.5
ESP;1901;14.814887;5.7519631;4.6104914;1.2828785;18707.89;1954.2064;0.217433264;0.5
ESP;1902;-8.5895694;-6.9559896;-3.021963;-3.2509621;18882.144;1855.6326;0.220280352;0.5
ESP;1903;-2.8901554;-2.7826346;-2.315371;-2.5474787;19093.332;1837.1229;0.218974256;0.5
ESP;1904;-5.5223616;-3.7084902;-3.1659908;-2.5347166;19268.119;1802.036;0.213300346;0.5
ESP;1905;-4.5167362;-3.2284519;-2.2379452;-1.6138958;19382.496;1776.125;0.238405331;0.5
ESP;1906;5.0408235;3.864042;1.1004963;0.92235743;19470.775;1879.2557;0.216373814;0.5
ESP;1907;-1.0161303;0.12230833;-0.19931806;0.22011337;19574.641;1915.3498;0.212725663;0.5
ESP;1908;5.0322585;1.3101953;0.90353527;0.29885434;19694.022;1975.4645;0.190040323;0.5
ESP;1909;-2.4835086;0.30789889;-2.0896601;-0.61969411;19819.512;2017.1466;0.176623308;0.5
ESP;1910;-11.524188;-7.1320039;-4.3803818;-2.4544557;19938.823;1912.0295;0.204938218;0.5
ESP;1911;6.8816826;5.2191716;-0.87679816;0.51732621;20035.553;2050.6531;0.216891886;0.496815502
ESP;1912;-13.012207;-5.5745173;-4.9485505;-2.1044752;20141.093;1974.3013;0.230578382;0.48518847
ESP;1913;5.9734488;3.3169742;-0.55846257;0.012489133;20266.841;2077.5424;0.231822685;0.460998645
ESP;1914;-5.4910148;-5.2718076;-4.301439;-2.4002213;20472.193;2006.2533;0.17062429;0.42268847
ESP;1915;-13.429897;-1.4295006;-5.18274;-1.26567;20747.347;2013.3003;0.168534971;0.371815502
ESP;1916;8.8119979;1.6703392;2.3237751;-0.56820096;20982.257;2083.9811;0.18178023;0.3125
ESP;1917;-0.000610139;-3.8392494;0.68141192;-2.1068999;21150.561;2041.5084;0.188079045;0.253184498
ESP;1918;5.4589764;-2.9351097;2.3083447;-1.3313838;21192.701;2018.0652;0.131178748;0.20231153
ESP;1919;-8.084726;-0.27169538;-0.96548709;0.073481044;21235.824;2048.7373;0.229594795;0.164001355
ESP;1920;14.126066;5.2027761;6.2714803;2.3935151;21361.206;2196.912;0.240912822;0.13981153
ESP;1921;-4.0391096;0.61539011;1.3740693;0.76271569;21536.019;2250.1751;0.178683869;0.128184498
ESP;1922;12.64755;1.3461884;6.5834532;0.96047636;21757.408;2321.6341;0.155745573;0.125
ESP;1923;-1.4265283;-1.615907;0.86098466;-0.24792657;21934.499;2325.45;0.193852605;0.125
ESP;1924;-3.1011817;0.66805146;-0.3219328;0.96795985;22099.314;2383.084;0.1776041;0.125
ESP;1925;5.6291174;3.9266606;1.9541574;1.6149146;22290.779;2523.0373;0.172629857;0.125
ESP;1926;-7.4949151;-3.8058042;-1.20198;-0.47250564;22527.928;2472.4431;0.140470672;0.125
ESP;1927;13.454969;6.3454302;4.2725191;2.4631307;22781.149;2681.7309;0.144189127;0.125
ESP;1928;-8.9361358;-3.1127044;-2.781992;-0.79314205;23030.967;2646.232;0.156214132;0.125
ESP;1929;5.6575649;4.8312719;-0.003022072;0.75674179;23279.776;2827.0983;0.168416993;0.118631004
ESP;1930;-14.91634;-7.9713905;-6.615566;-4.5517577;23583.396;2657.3737;0.169069151;0.101745936
ESP;1931;1.5743143;-5.3213164;-0.62936701;-3.5571982;23967.305;2564.918;0.151242125;0.07662035
ESP;1932;2.8105086;0.030357618;-0.35238156;-2.1654336;24378.748;2611.7786;0.152561734;0.04837965
ESP;1933;-6.4050168;-6.1667369;-3.4757155;-4.0940928;24792.067;2499.6868;0.112444988;0.023254064
ESP;1934;3.2429536;0.68749758;-0.4006567;-2.1999933;25177.001;2562.1373;0.101710801;0.006368996
ESP;1935;-1.2428557;-1.1342931;-6.4297765;-5.2704387;25542.523;2578.7383;0.092770077;0
ESP;1936;-54.295956;-29.836161;-39.810472;-19.859057;25874.735;1947.8769;0.103809957;0.00053075
ESP;1937;-14.561276;-9.8247797;-15.63747;-9.6743772;26046.89;1797.3144;0.099850526;0.002468588
ESP;1938;7.9212539;-2.4451757;5.4598055;-2.7418514;26122.962;1785.4013;0.078731095;0.006500226
ESP;1939;13.292037;7.2513806;11.684373;4.8043938;25929.386;1954.156;0.06654562;0.012885255
ESP;1940;19.641281;7.6703973;14.143729;5.1490111;25699.593;2147.8422;0.049777252;0.021364083
ESP;1941;-6.2181313;-1.1399808;-1.7695543;1.1432903;25659.869;2161.6358;0.04533661;0.03125
ESP;1942;1.9742258;4.3581903;0.89366861;3.1420484;25633.098;2298.4812;0.040761547;0.041666667
ESP;1943;-4.1581753;2.7629462;-1.7405068;1.6688975;25795.525;2405.3114;0.058236568;0.052083333
ESP;1944;6.6180839;1.663074;1.2396444;-0.59288544;26038.583;2489.5737;0.062238542;0.0625
ESP;1945;-14.680601;-10.83887;-5.6877123;-5.1027259;26293.768;2273.963;0.05631966;0.072916667
ESP;1946;16.215558;1.6000932;7.8636225;-0.29414772;26557.638;2352.1421;0.05677833;0.083333333
ESP;1947;-2.8909434;-0.60845512;-2.1482535;-1.3829519;26837.639;2379.8638;0.063905082;0.09375
ESP;1948;-9.9291691;-2.7870495;-5.6171281;-1.7913149;27249.361;2356.0209;0.062768844;0.103635917
ESP;1949;-2.9616135;-3.0320162;-1.6071895;-1.5223157;27709.705;2326.7102;0.079052535;0.112114745
ESP;1950;2.6547488;-0.94601204;2.4579273;0.31343905;28000.277;2346.199;0.083251002;0.118499774
ESP;1951;11.343738;7.2391145;6.7941361;4.1607516;28155.692;2567.6449;0.137092988;0.122531412
ESP;1952;3.2796301;6.1739751;2.7045726;3.9339799;28341.541;2780.2205;0.141303675;0.12446925
ESP;1953;-5.3490651;-2.7011304;-1.5589326;0.46507109;28570.961;2754.7324;0.162340522;0.125
ESP;1954;2.4242192;4.4289241;1.6632605;3.3748369;28800.581;2931.1971;0.150277852;0.125
ESP;1955;1.3284082;0.83969175;1.9536846;1.8447996;29027.268;3009.0042;0.167509696;0.125
ESP;1956;5.8262868;5.3359039;4.7878232;4.0353058;29255.078;3230.9286;0.153749501;0.137737991
ESP;1957;5.5433128;0.90243687;4.8436314;1.5586798;29499.414;3318.7736;0.151524646;0.171508128
ESP;1958;6.2209655;3.6955137;4.6281829;1.85537;29786.417;3505.5655;0.148631319;0.221759299
ESP;1959;-0.25168278;-3.5337796;0.65422749;-1.2342808;30100.212;3444.6263;0.124846225;0.278240701
ESP;1960;-5.94307;-2.7295727;-1.4497935;0.073420097;30436.647;3412.0765;0.151499247;0.334860867
ESP;1961;8.2401232;8.5881125;5.7151121;5.7030183;30772.853;3784.8397;0.163425718;0.385516073
ESP;1962;6.3517398;6.7056681;5.9421512;6.1527354;31060.833;4120.0347;0.181452328;0.42337965
ESP;1963;8.1262214;6.96805;6.7964657;6.3463847;31326.376;4496.6985;0.176438132;0.45162035
ESP;1964;2.4890785;2.7400424;3.9217259;3.891051;31602.525;4704.6212;0.185168343;0.476745936
ESP;1965;5.1605065;4.8215001;4.7294175;4.5296477;31949.111;5025.6843;0.197104978;0.493631004
ESP;1966;4.3929895;4.2503987;4.2313894;4.1265566;32368.082;5338.085;0.207465493;0.5
ESP;1967;3.5678207;2.3723476;3.6146574;2.8443304;32798.888;5564.4148;0.189462732;0.5
ESP;1968;2.691683;2.8786825;3.3363458;3.404144;33205.585;5829.7844;0.214860158;0.5
ESP;1969;4.5975889;6.0466617;3.9196689;4.4235138;33552.639;6304.4013;0.228007342;0.506368996
ESP;1970;1.5945416;0.38135547;2.3685578;1.8672349;33878.187;6442.1538;0.240874146;0.516885069
