???;;dlnC_RAW;dlnY_RAW;dlnC_NOME;dlnY_NOME;POP;RGDPPC_PPP;TO ;FO
FRA;1943;-16.049931;-1.8756161;-15.172715;-4.9245833;39000;2860.1412;0.090714189;0.40625
FRA;1944;12.531841;-28.313673;11.668151;-17.138518;38900;2421.7694;0.0627735;0.4375
FRA;1945;26.322496;19.097493;24.120416;13.791645;39700;2573.1416;0.075646696;0.46875
FRA;1946;22.559295;27.293595;21.807826;22.325301;40290;3855.1917;0.174563802;0.5
FRA;1947;9.0754262;3.5903026;9.7125097;6.0844671;40680;4137.8979;0.182935816;0.53125
FRA;1948;5.6286538;9.8479571;5.6752317;9.1774714;41110;4393.3654;0.191714394;0.560907751
FRA;1949;2.7224024;3.6097071;3.3105355;4.2668329;41480;4946.3447;0.194120318;0.586344235
FRA;1950;2.9155485;5.5067545;3.0010256;4.8833337;42518;5185.8507;0.213181368;0.605499323
FRA;1951;5.1063419;3.1120519;4.3600763;2.8454332;42862;5461.1077;0.250768608;0.617594235
FRA;1952;1.6697833;0.070143408;2.1292613;0.68421438;43184;5564.2599;0.206593407;0.623407751
FRA;1953;1.8131084;0.3975995;1.8642034;0.94532123;43495;5683.9407;0.188689065;0.625
FRA;1954;1.6356787;2.6990356;2.0783061;2.5426078;43822;5915.1796;0.188649658;0.625
FRA;1955;3.0135205;3.17811;2.7539835;2.7046431;44218;6198.7878;0.198371146;0.625
FRA;1956;3.4172975;3.0402839;2.728316;3.0175335;44657;6448.4627;0.188565445;0.631368996
FRA;1957;2.294798;3.601314;1.5528423;2.7788235;45152;6761.7824;0.195430183;0.648254064
FRA;1958;-2.0914296;0.6026575;-0.47216645;1.3645136;45654;6855.1715;0.184307315;0.67337965
FRA;1959;-0.34802383;0.47739967;0.40666217;1.5131052;46129;6978.7769;0.197990269;0.70162035
FRA;1960;2.6927903;4.8345101;2.1781905;3.6040728;46584;7397.5829;0.218940978;0.726745936
FRA;1961;3.2958793;2.7668392;3.0205968;2.8136633;47128;7718.4264;0.212238022;0.743631004
FRA;1962;3.8967072;3.1544504;3.4737012;2.9351256;48089;8067.0632;0.202151163;0.75
FRA;1963;4.0125398;1.9487748;3.6978782;2.5586379;48799;8362.6714;0.206653495;0.75
FRA;1964;3.0274977;3.7458978;3.0048369;3.0223959;49357;8819.3367;0.21109528;0.75
FRA;1965;1.6253357;2.1839666;2.2864327;2.3757622;49802;9165.415;0.209942089;0.737262009
FRA;1966;2.493211;2.6937459;2.4141037;2.6271736;50254;9544.1358;0.21545663;0.703491872
FRA;1967;2.698309;2.2382612;2.7043055;2.4362609;50650;9907.1866;0.209480014;0.665978692
FRA;1968;2.0380984;1.8635452;2.4016969;2.4140235;51034;10267.018;0.216291294;0.643267428
FRA;1969;4.1975375;4.4051623;3.418566;3.513485;51470;10885.564;0.241003282;0.643267428
FRA;1970;2.0329137;3.1213438;2.5345341;3.0018691;51918;11410.089;0.260593573;0.665978692
FRA;1971;2.9531056;2.173563;2.9117123;2.4634825;52432;11844.961;0.263973083;0.703491872
FRA;1972;2.6938293;1.8967837;2.645374;2.0123173;52894;12263.546;0.272877822;0.737262009
FRA;1973;3.5675332;2.9349562;2.9720299;2.0386097;53333;12824.424;0.291834838;0.75
FRA;1974;1.3623551;0.82939934;1.6276214;0.65750277;53690;13112.535;0.365521105;0.75
FRA;1975;-0.16152304;-2.3311239;1.1034337;-0.32426709;53955;12957.205;0.312266503;0.75
FRA;1976;3.4945167;2.1789205;2.2396628;1.3443092;54159;13466.386;0.341854052;0.75
FRA;1977;0.73935559;1.139403;1.2569983;1.1220786;54378;13912.704;0.347053916;0.75
FRA;1978;1.8751039;1.2794471;1.5953775;0.9765053;54602;14240.211;0.319875787;0.75
FRA;1979;0.93226051;1.4560142;0.7465324;0.8936018;54836;14634.383;0.342068767;0.743631004
FRA;1980;-0.58234371;-0.30977739;0.10444163;0.090240444;55110;14766.159;0.364254705;0.726745936
FRA;1981;0.10025137;-0.70391387;0.17150534;-0.093601258;55399;14839.907;0.375500515;0.70162035
FRA;1982;1.2042973;0.68858634;0.34866761;0.21056476;55697;15131.641;0.370276854;0.679748645
FRA;1983;-1.0859282;0.11237288;-0.58577206;-0.000470242;55929;15245.114;0.363137154;0.671508128
FRA;1984;-1.1304155;-0.41397464;-0.30167853;-0.093427728;56246;15381.929;0.383631637;0.679748645
FRA;1985;0.14392823;0.006393116;0.32006904;-0.00119668;56490;15530.271;0.380063995;0.70162035
FRA;1986;1.6916127;0.41504679;0.96007626;0.48474992;56725;15833.037;0.332408664;0.726745936
FRA;1987;1.2758137;0.28216605;1.1950685;0.58660736;56989;16157.89;0.33044645;0.75
FRA;1988;1.1526841;2.5061314;0.90595265;1.5255201;57255;16789.573;0.34368157;0.773254064
FRA;1989;0.57611686;1.3183879;0.62572668;1.3008091;57821;17299.701;0.368949396;0.79837965
FRA;1990;0.47410366;0.54881083;0.009126409;0.13395978;58168;17647.005;0.363193253;0.82662035
FRA;1991;-1.2690605;-0.7681187;-0.81819198;-0.30992975;58514;17724.135;0.361315287;0.851745936
FRA;1992;-1.0310286;-0.28723985;-0.94671202;-0.71007009;58859;17879.522;0.346662939;0.868631004
FRA;1993;-2.2880455;-3.1024196;-1.4101257;-1.6088933;59169;17666.018;0.31977056;0.875
FRA;1994;-0.4143956;0.091762416;-0.60943308;-0.19057969;59445;17978.2;0.342141475;0.875
FRA;1995;-0.16468427;0.27320536;-0.34905308;-0.17756788;59712;18261.961;0.360394104;0.881368996
FRA;1996;-0.18024878;-0.83396364;-0.26194831;-0.28872561;59981;18373.418;0.361874859;0.898254064
FRA;1997;-1.2737729;0.28882257;-0.15077487;0.14476897;60254;18690.444;0.394289293;0.92337965
FRA;1998;2.0281438;1.5039968;1.2425735;1.1078059;60535;19233.286;0.404355461;0.95162035
FRA;1999;1.6167974;1.2180414;1.21446;0.95262397;60824;19771.392;0.39647083;0.976745936
FRA;2000;1.6823572;1.9023766;1.4408283;1.0871524;61137;20391.877;0.44518286;0.993631004
FRA;2001;0.58515613;-0.25298536;0.61106456;-0.23722473;61479;20648.034;0.436433777;1
FRA;2002;0.097974395;-1.2539135;0.24829814;-0.67722576;61829;20719.526;0.416472156;1
FRA;2003;-0.19878516;-1.440393;0.13658831;-0.8866136;62171;20789.047;0.401171645;1
FRA;2004;0.54488527;0.10154905;0.31919043;-0.30017568;62534;21193.4;0.409527285;1
FRA;2005;0.22234926;-0.75274603;0.1531969;-0.52652278;62912;21450.001;0.424223913;1
FRA;2006;0.37597164;0.055613877;-0.13612409;-0.42442837;63293;21841.592;0.445462437;1
FRA;2007;-0.88151367;0.12098346;-0.65009603;-0.63858947;63682;22202.173;0.442780141;1
FRA;2008;-1.5195733;-1.9581176;-1.019298;-2.0133149;64058;22057.35;0.45057509;1
FRA;2009;-1.3006579;-5.0943167;-0.94954311;-2.6737682;64399.244;21244.207;0.3834654;1
FRA;2010;-0.089741964;-0.14180482;-0.72840034;-1.0896756;64707.498;21477.477;0.424925231;1
FRA;2011;-1.4297993;-0.020105676;-1.3721386;-0.95505611;65021.937;22268.372;0.45308952;1
FRA;2012;-2.1223153;-1.8958188;-1.4626182;-1.3947776;65337.407;22610.446;0.45727478;1
FRA;2013;-1.4420919;-1.5344174;-1.1799579;-1.4058531;65669.373;22991.207;0.442201795;1
FRA;2014;-1.1535802;-1.1551068;-1.2676581;-1.1438028;66009.586;23503.817;0.434143273;1
FRA;2015;-0.44153248;-0.97196677;-0.56284534;-1.1532719;66335.366;23894.297;0.43518881;1
FRA;2016;0.35672077;-0.81536466;-0.55345595;-1.3267185;66604.443;24387.769;0.425648662;1
GBR;1875;-0.94272555;0.21383263;-0.71407622;-0.51582771;32839;3433.6684;0.507193937;nan
GBR;1876;-1.3812245;-1.9030244;-0.87190287;-1.3331029;33200;3430.1604;0.493459989;nan
GBR;1877;-1.1311072;-1.1436862;-0.99121859;-1.4117663;33576;3425.197;0.510481571;nan
GBR;1878;-1.2562244;-3.0647267;-1.4531131;-1.9092292;33932;3402.5006;0.498682208;nan
GBR;1879;-3.7192865;-1.7103;-1.7342449;-0.91393895;34304;3352.5075;0.515937328;nan
GBR;1880;2.8760023;1.3476432;0.11822572;0.33029064;34623;3477.3199;0.55253723;nan
GBR;1881;-2.9256225;1.7956479;-1.2396353;0.72013206;34935;3568.4268;0.541609151;nan
GBR;1882;-0.32671723;0.52058411;-0.36421895;0.001944606;35206;3643.0403;0.544142954;nan
GBR;1883;1.2994441;-1.0379987;-0.031598431;-0.59203379;35450;3643.3103;0.551159254;nan
GBR;1884;-1.7402262;-1.6521419;-1.0903389;-1.1234913;35724;3621.654;0.532699415;nan
GBR;1885;-1.1980386;-2.9229955;-0.81055903;-1.6392094;36015;3573.6808;0.507468551;nan
GBR;1886;-1.5600661;-0.485866;-0.92734898;-0.31051411;36313;3600.0241;0.486617269;nan
GBR;1887;1.5990761;1.3818101;0.21443698;0.60807106;36598;3713.1507;0.485413893;nan
GBR;1888;-0.73352667;1.9145724;-0.32531231;1.368816;36881;3849.0978;0.498133911;nan
GBR;1889;-0.043286238;3.558823;-0.014472906;1.4641709;37178;4023.7664;0.512474443;nan
GBR;1890;-0.28713807;-1.6269763;-0.049075411;-0.98472013;37485;4008.7886;0.503622817;1
GBR;1891;1.9897379;-2.8565709;0.37163084;-2.0464145;37802;3975.1717;0.497554418;1
GBR;1892;-2.6512786;-4.7418895;-1.2475166;-2.5653806;38134;3846.3197;0.49115234;1
GBR;1893;-1.8230099;-2.4960623;-0.66275682;-1.0333573;38490;3810.7445;0.467105789;1
GBR;1894;1.7244459;5.2808175;0.64064761;1.9398286;38859;4028.8928;0.443326273;1
GBR;1895;0.19569517;0.64905915;0.34193848;0.6201267;39221;4117.7008;0.445763449;1
GBR;1896;1.799156;1.0750365;0.72300615;0.73246404;39599;4248.5639;0.456191024;1
GBR;1897;-1.7357676;-1.7116302;-0.29030573;-0.013416215;39987;4263.5122;0.4458754;1
GBR;1898;1.8692648;2.8536696;0.82782382;1.3120034;40381;4427.7241;0.434268877;1
GBR;1899;1.03203;2.1209302;0.061209743;0.45512687;40773;4566.9517;0.432717847;1
GBR;1900;-2.5121161;-3.8211661;-1.2077381;-1.6100722;41155;4491.8142;0.449387792;1
GBR;1901;-0.32313746;-1.227601;-0.81022688;-1.0985076;41538;4450.3976;0.443966932;1
GBR;1902;-1.6162851;-0.43916466;-1.167961;-1.1670985;41893;4525.2809;0.444515891;1
GBR;1903;-1.7667622;-3.8255269;-1.4358674;-2.147019;42246;4439.6163;0.463888698;1
GBR;1904;-0.72164915;-1.1758062;-1.0086703;-0.88483059;42611;4427.944;0.473542218;1
GBR;1905;-1.6167287;1.5229289;-1.2797131;0.00371535;42981;4520.4758;0.48375454;1
GBR;1906;-0.4764513;0.12660939;-0.79799572;-0.37747658;43361;4631.0854;0.51049153;1
GBR;1907;-0.87564272;-0.13561645;-1.220983;-1.0516372;43737;4678.5787;0.534848378;1
GBR;1908;-2.5541646;-6.266856;-1.7958698;-2.7432465;44124;4449.1916;0.5044958;1
GBR;1909;-1.7672088;0.43846206;-1.3691009;-0.35461199;44520;4510.5232;0.516027931;1
GBR;1910;-0.57220804;0.15396608;-0.70795164;-0.21846528;44916;4610.78;0.549912455;1
GBR;1911;0.88784682;1.2675204;0.044295579;0.53264548;45268;4708.8999;0.539670248;1
GBR;1912;-1.0281087;-0.49117944;-0.45930774;0.23661966;45426;4761.7473;0.560501718;1
GBR;1913;1.7760824;2.1027368;0.10664784;1.2560169;45649;4920.5459;0.564479221;0.987262009
GBR;1914;-1.7414995;0.011237445;-1.4941113;0.89090211;46049;4926.5821;0.493269394;0.953491872
GBR;1915;0.22306056;4.1617408;-2.0418573;2.1763627;46340;5288.2658;0.457728644;0.903240701
GBR;1916;-10.437923;0.14022942;-6.7446528;0.14737674;46514;5384.3804;0.471739388;0.834021308
GBR;1917;-9.6833279;-0.89736727;-6.0029841;-0.73271129;46614;5421.0162;0.390457326;0.75
GBR;1918;-2.1503867;0.80525652;-1.0317943;-1.991552;46575;5459.3146;0.337127946;0.665978692
GBR;1919;12.249998;-11.733803;5.0410844;-7.6590361;46534;4870.4079;0.449712584;0.596759299
GBR;1920;-1.70834;-10.175112;-0.46469709;-7.2283857;46821;4547.9136;0.577171409;0.546508128
GBR;1921;-1.465186;-3.6616502;0.053925408;-3.3011369;44072;4439.1513;0.400139455;0.512737991
GBR;1922;1.5242141;2.9460404;0.83106017;0.67437146;44372;4636.9352;0.427193206;0.525475982
GBR;1923;1.0752527;1.2322925;0.75229524;0.86739172;44596;4759.7096;0.468590784;0.593016257
GBR;1924;0.29167491;1.999513;0.37593249;1.279071;44915;4920.942;0.505194904;0.693518599
GBR;1925;0.6696509;3.0295623;0.34640577;1.2389305;45059;5144.4945;0.494079307;0.806481401
GBR;1926;-2.0371243;-5.595435;-0.53247723;-1.3922406;45232;4936.1136;0.460516353;0.906983743
GBR;1927;2.1360621;6.0144266;0.83074887;2.3651928;45389;5314.9382;0.441319471;0.974524018
GBR;1928;-0.10705431;-0.56513358;0.068848667;0.059157669;45578;5356.9653;0.43974333;0.974524018
GBR;1929;0.47166331;1.3148731;0.15298428;0.085697997;45672;5503.3181;0.435017667;0.919721735
GBR;1930;-0.226218;-2.5762155;-0.23520209;-2.2175777;45866;5440.8625;0.364161502;0.85298953
GBR;1931;-0.69379399;-7.1586896;-0.64617569;-3.6995212;46074;5138.4159;0.299870909;0.790277898
GBR;1932;-2.5302955;-1.1810191;-0.96967654;-0.93812641;46335;5148.2533;0.261656667;0.746256957
GBR;1933;0.80243676;1.0992582;0.2919335;0.72839594;46520;5277.4607;0.251751094;0.728967854
GBR;1934;1.2408889;4.6495087;0.58549729;2.6483074;46666;5607.508;0.262704274;0.737262009
GBR;1935;0.98119762;1.9405992;0.66340949;2.0898274;46868;5799.0053;0.277526265;0.75
GBR;1936;1.1209518;2.6107975;0.55328253;2.0963599;47081;6035.1685;0.271371188;0.748407751
GBR;1937;-0.06413504;1.6393779;-0.34859557;1.329758;47289;6217.6185;0.30341297;0.742594235
GBR;1938;-0.97923501;-0.64928711;-1.4366731;0.47294719;47494;6266.4516;0.265946107;0.730499323
GBR;1939;-1.8093254;-1.4301141;-3.0751703;0.88458847;47991;6262.401;0.22727919;0.711344235
GBR;1940;-11.758073;7.6894779;-7.3028727;5.0752469;48226;6856.005;0.202103408;0.685907751
GBR;1941;-5.4341202;7.3235481;-4.9346699;4.73339;48216;7481.6764;0.179601779;0.65625
GBR;1942;-2.7733973;0.65105024;-3.4690322;1.3412718;48400;7638.8683;0.120124458;0.625
GBR;1943;-3.3371241;-0.007759633;-2.1782209;-0.8186465;48789;7743.702;0.10670453;0.59375
GBR;1944;1.1870581;-5.9188263;0.93091565;-4.3169973;49016;7405.3919;0.112904785;0.5625
GBR;1945;4.4757032;-6.2257901;3.4892908;-4.7737995;49182;7056.1346;0.120188944;0.53125
GBR;1946;8.484935;-5.9434754;5.1401011;-4.6432627;49217;6745.3401;0.213676151;0.5
GBR;1947;1.1459847;-3.5139717;1.6416464;-2.7087498;49519;6604.4106;0.265112549;0.46875
GBR;1948;-1.3555594;0.50462472;0.048719148;-0.30331605;50014;6745.6359;0.300423253;0.439092249
GBR;1949;-0.32728633;1.2802271;0.19353003;0.44776955;50312;6955.6934;0.317897981;0.413655765
GBR;1950;1.6333124;2.0850186;0.24678422;1.2966897;50127;6939.374;0.359823228;0.407238669
GBR;1951;-3.0360605;0.97196462;-1.4146696;0.54254273;50290;7123.3645;0.431788354;0.428913893
GBR;1952;-1.6077878;-1.628879;-0.48888257;-0.13345167;50430;7090.7198;0.375946548;0.473351548
GBR;1953;2.5853076;2.0503667;1.3645074;1.5111829;50593;7345.7988;0.338657009;0.528240701
GBR;1954;2.3715376;2.2998193;1.5631173;1.5518106;50765;7619.2061;0.330648795;0.56575388
GBR;1955;2.304919;1.6625436;1.4921155;0.92017357;50946;7868.1349;0.340711176;0.572122876
GBR;1956;-1.3186658;-0.94210587;-0.095785072;-0.063566095;51184;7928.7473;0.326470167;0.551494765
GBR;1957;0.19043327;-0.23117314;0.59542154;-0.1977169;51430;8017.0134;0.323940487;0.520138949
GBR;1958;1.0121483;-1.5152095;0.9361798;-0.20185056;51652;7965.8096;0.297292651;0.498128479
GBR;1959;2.3192105;2.2153778;1.6389741;1.5192751;51956;8239.7991;0.299532365;0.489483927
GBR;1960;1.5809456;3.0240714;1.198941;1.7065247;52372;8645.2303;0.306595297;0.493631004
GBR;1961;-0.01486641;0.067635108;0.52490869;0.5522673;52807;8856.6667;0.291518098;0.493631004
GBR;1962;-0.088497277;-1.2769804;0.4849775;0.26152633;53292;8865.3832;0.284316091;0.476745936
GBR;1963;2.2286967;2.1904239;1.4615417;1.5425249;53625;9149.1841;0.288953582;0.45162035
GBR;1964;1.1746883;3.2807758;0.77915187;1.862961;53991;9567.965;0.291781594;0.42337965
GBR;1965;-0.86466587;0.15306406;-0.24123257;0.78563204;54350;9751.5363;0.281966672;0.40462306
GBR;1966;-0.10043044;-0.022845015;0.24901437;0.55084584;54643;9885.3101;0.279554364;0.40462306
GBR;1967;0.5588339;0.46928694;0.57165114;0.52694929;54959;10048.891;0.276000977;0.42337965
GBR;1968;1.0301784;2.254238;0.33835034;1.3805304;55214;10409.95;0.308329621;0.45162035
GBR;1969;-1.2682118;0.21598899;-0.03989544;0.54795989;55461;10551.685;0.309703876;0.476745936
GBR;1970;1.1721229;0.51159886;1.1228295;0.81442457;55632;10767.472;0.305338745;0.493631004
GBR;1971;1.3992884;0.11585493;1.7714738;0.72553849;55907;10941.474;0.300016431;0.5
GBR;1972;4.5393881;1.804374;2.7392004;1.6119251;56079;11293.925;0.293913657;0.5
GBR;1973;3.7654965;5.264552;2.0861953;2.6865791;56210;12025.28;0.341730921;0.5
GBR;1974;-2.7668701;-2.7970359;-1.0153497;-0.79532642;56224;11858.904;0.436013744;0.506368996
GBR;1975;-1.4711879;-2.0149841;-0.72104558;-0.6765538;56215;11847.087;0.386926442;0.523254064
GBR;1976;-0.90521732;1.222901;-0.68122698;0.51958169;56206;12114.952;0.42400927;0.567486637
GBR;1977;-1.6885129;1.0106363;-0.25348226;0.69587304;56179;12383.613;0.441080522;0.646382543
GBR;1978;3.821561;1.808087;1.9314976;1.0435768;56167;12827.835;0.413175157;0.746884885
GBR;1979;3.1157078;1.1439959;1.6028138;0.026162225;56228;13167.283;0.411070321;0.848492055
GBR;1980;-1.5566196;-3.6680624;-0.38599241;-1.8294476;56314;12931.491;0.386109249;0.930237808
GBR;1981;-1.517394;-2.9922473;-0.49299535;-1.5315961;56382.6;12747.426;0.368218221;0.980893013
GBR;1982;-0.52611167;0.56508518;0.080367278;0.19311726;56339.7;12954.647;0.372099018;1
GBR;1983;2.5905006;1.9852233;1.3780935;1.0666077;56382.62;13404.467;0.383469401;1
GBR;1984;0.65452605;0.98977523;1.1093223;1.1112645;56462.23;13720.057;0.423310832;1
GBR;1985;2.0299226;1.8025415;2.4201873;1.6442534;56620.24;14164.546;0.419692591;1
GBR;1986;4.7046224;2.1949913;3.7062486;2.0713862;56796.26;14741.816;0.37926934;1
GBR;1987;3.6555111;2.7655398;3.9269332;2.2585347;56981.62;15393.437;0.374704722;1
GBR;1988;5.7148747;3.1776659;4.1267228;2.1946538;57159.6;16109.996;0.357933759;1
GBR;1989;1.7443834;0.4800739;1.7216822;0.65287329;57324.47;16413.723;0.370843048;1
GBR;1990;-0.88242842;-0.92518187;-0.48747842;-0.59153611;57493.31;16429.912;0.362998341;1
GBR;1991;-3.2673027;-3.0829217;-1.6416921;-1.570086;57665.65;16155.292;0.337080625;1
GBR;1992;-1.1560522;-1.5369444;-0.60773598;-0.75310528;57866.35;16133.495;0.340869666;1
GBR;1993;1.1037494;0.56675117;0.54777891;0.38072417;58026.92;16458.296;0.364424401;1
GBR;1994;1.1168316;2.516532;0.73474133;1.3240504;58212.52;17117.942;0.378148345;1
GBR;1995;0.009189294;1.1413279;0.66869944;1.0443977;58426.01;17585.527;0.409831774;1
GBR;1996;2.214403;1.0230532;1.6144376;1.2299093;58618.66;18044.003;0.420143639;1
GBR;1997;1.8214338;1.3390199;1.8293476;1.2515811;58808.27;19115.072;0.406037886;1
GBR;1998;2.0528705;1.5210963;2.039265;1.5141906;59035.65;19724.085;0.375739546;1
GBR;1999;2.8744855;1.1697601;2.5127795;1.2322799;59293.32;20269.482;0.372091581;1
GBR;2000;2.6594332;1.9559208;2.3253767;1.5492018;59522.47;21045.72;0.396596624;1
GBR;2001;1.4096582;0.611346;1.6956834;0.82688897;59723.24;21567.354;0.391800896;1
GBR;2002;1.916715;0.31899856;1.8656681;0.73211344;59912.43;22008.006;0.374048117;1
GBR;2003;1.3386902;1.0331563;1.48347;0.90571092;60094.65;22762.765;0.356030528;1
GBR;2004;1.8270034;1.520109;1.3883627;1.1017691;60270.71;23306.56;0.351584367;1
GBR;2005;-0.15265079;0.67880129;0.20483337;0.43856093;60441.46;23810.432;0.368723965;1
GBR;2006;0.35526656;0.28880515;0.19444929;0.14806969;60609.15;24285.283;0.399994313;1
GBR;2007;0.39654004;0.14822945;-0.3798239;-0.68399838;60776.24;25002.119;0.357412012;1
GBR;2008;-1.2990079;-2.663164;-1.6638892;-2.2164502;60943.91;24602.134;0.393124624;1
GBR;2009;-5.2576428;-6.4368356;-2.855248;-3.4619428;61067.495;23489.355;0.362372764;1
GBR;2010;-1.115983;-0.50600984;-1.6169167;-1.224728;61556.929;23777.156;0.3981772;1
GBR;2011;-2.819521;-0.74197387;-1.9068702;-1.1653694;62071.865;24429.86;0.426243164;1
GBR;2012;-0.42345383;-0.62732159;-0.90739188;-0.68816004;62483.814;25040.379;0.421079678;1
GBR;2013;-0.27099608;-0.040394023;-0.60498861;-0.082886471;62877.127;25768.825;0.409346588;1
GBR;2014;0.030439614;0.8527167;-0.2167628;0.077553461;63358.715;26831.238;0.377165822;1
GBR;2015;0.41234607;0.12140633;0.014695072;-0.17538305;63861.881;27498.911;0.366126147;1
GBR;2016;0.71456402;-0.33808848;-0.022967081;-0.53345642;64389.568;28120.379;0.376725338;1
ITA;1875;-0.035905643;-1.909934;-0.47008062;-1.5639959;28630;1550.1201;0.249667501;nan
ITA;1876;-1.0429867;-4.2175483;-1.0851544;-2.2323747;28837;1512.2266;0.28254374;nan
ITA;1877;-1.4944547;-1.4622272;-1.467698;-1.1007578;29067;1521.9254;0.206895964;nan
ITA;1878;-2.9463859;1.7262943;-2.3146583;-0.029859907;29252;1559.9755;0.214191276;nan
ITA;1879;-2.8750565;-1.716822;-2.3772415;-0.88115562;29425;1564.482;0.254063216;nan
ITA;1880;-2.4255602;-0.021859553;-2.3062069;-0.15355485;29534;1588.9143;0.236849007;nan
ITA;1881;-0.56334932;0.8710076;-1.7718459;0.014854643;29672;1636.9054;0.253853926;nan
ITA;1882;-4.7919744;-0.52711666;-2.8242031;-0.47270597;29898;1656.9591;0.243858632;nan
ITA;1883;-0.8261945;-0.54117086;-1.2179022;-1.0719363;30113;1672.1133;0.252466398;nan
ITA;1884;-1.0198454;-3.8110349;-1.1313733;-1.9556252;30366;1646.7811;0.245847757;nan
ITA;1885;2.1321631;-0.52009444;-0.27590077;-0.62816058;30644;1671.1025;0.247950292;nan
ITA;1886;-5.0264204;0.95208992;-2.7985804;-0.29523411;30857;1707.576;0.22589832;nan
ITA;1887;-0.085319169;-0.27789813;-1.4368976;-0.95590424;31049;1750.8449;0.251135307;nan
ITA;1888;-4.7174825;-2.212036;-2.3716137;-2.0531165;31243;1741.7469;0.199089313;nan
ITA;1889;-0.72669666;-5.0373041;-1.005083;-2.9353234;31468;1688.6782;0.206846593;nan
ITA;1890;2.1662074;-0.84109265;-0.083289174;-1.4479424;31702;1689.6598;0.183927834;1
ITA;1891;-1.2183386;-0.43185024;-1.4296392;-1.2500567;31892;1712.2909;0.162857436;1
ITA;1892;-4.1960629;-2.5553523;-2.808313;-1.6952917;32091;1714.2247;0.180841354;1
ITA;1893;-3.3048901;-0.37216606;-2.3823295;-0.95858867;32303;1741.1048;0.188258296;1
ITA;1894;-1.1105771;-1.41392;-1.6082575;-1.3702845;32513;1750.8538;0.189635269;1
ITA;1895;-0.63608038;-1.2416169;-1.0429366;-1.3049727;32689;1765.0318;0.179023647;1
ITA;1896;-0.36129814;-0.95736929;-1.1768119;-1.2385971;32863;1791.422;0.176283308;1
ITA;1897;-3.3902461;-1.7782917;-1.8103895;-1.5502629;33078;1794.3988;0.180489187;1
ITA;1898;-0.16363662;-1.9595951;-0.68924865;-1.4604136;33285;1787.219;0.201507454;1
ITA;1899;-1.1174515;-1.056741;-0.38543523;-0.80537072;33487;1807.0696;0.218969555;1
ITA;1900;2.1994093;0.22748246;0.76862981;-0.35314313;33672;1854.6884;0.221073442;1
ITA;1901;0.035039758;-0.44777035;-0.041574372;-0.46562896;33877;1885.2076;0.221211363;1
ITA;1902;-1.1379481;-0.20590471;-0.50915142;-0.35635281;34166;1915.1352;0.233195409;1
ITA;1903;0.53115392;-0.68363002;-0.034175384;-0.30272028;34436;1932.4915;0.240871642;1
ITA;1904;-1.4073088;0.10019944;-0.50899133;-0.15619373;34715;1966.4352;0.240739195;1
ITA;1905;-0.19629718;0.05105467;-0.012938187;0.10421818;35011;2006.7467;0.257190269;1
ITA;1906;0.71651967;0.99685152;0.57173839;0.41625549;35297;2074.7066;0.274352295;1
ITA;1907;2.9470647;0.072651592;1.6002931;0.12221569;35594;2111.6408;0.279481852;1
ITA;1908;0.65445405;-0.13266426;0.47070811;-0.081799656;35899;2156.2114;0.262989778;1
ITA;1909;-0.087082024;-0.67111497;-0.4987289;-0.60543136;36213;2173.4173;0.272548923;1
ITA;1910;-5.0507363;-1.6848445;-2.0775924;-0.98481423;36572;2175.5176;0.281916051;1
ITA;1911;1.9064266;-0.40823816;0.38989651;-0.11073574;36917;2199.1612;0.26635003;1
ITA;1912;1.03927;0.86303637;0.20500587;0.9569742;37150;2201.3766;0.276432622;1
ITA;1913;-1.1916536;1.8950819;-0.98494301;2.2000729;37248;2304.7928;0.26986641;0.987262009
ITA;1914;-2.5582946;6.9328008;-1.242152;4.3090282;37526;2179.1564;0.237335164;0.953491872
ITA;1915;-0.20411426;-1.1427998;-0.49469978;1.8991532;37982;2069.6937;0.296728557;0.903240701
ITA;1916;0.89015899;9.0176806;-0.36462184;6.6351523;38142;2240.2603;0.329974715;0.846162206
ITA;1917;-3.8790685;4.7604973;-1.2668845;4.2272068;37981;2247.1533;0.345605025;0.793730966
ITA;1918;4.2213866;7.9562368;1.1489898;3.2694623;37520;2190.6681;0.281921188;0.755425237
ITA;1919;-4.1651295;-15.88463;-1.0127633;-10.492345;37250;2102.738;0.30350929;0.735504088
ITA;1920;5.6337825;-12.685031;1.5885737;-8.9079006;37398;2152.7843;0.366238433;0.725965407
ITA;1921;-4.6781146;-0.62345899;-1.5143355;-1.9714094;37691;2079.5;0.283485464;0.71484375
ITA;1922;1.6892051;2.6833671;0.6531519;0.5572806;38086;2231.2318;0.229486212;0.703125
ITA;1923;1.45878;-1.2761366;0.25335842;-1.1527678;38460;2413.7768;0.236218359;0.69140625
ITA;1924;-3.7688003;-2.6632115;-1.5029744;-1.1867608;38810;2456.9803;0.282569808;0.6796875
ITA;1925;1.5047704;2.6047937;0.47454829;0.60934692;39165;2602.3414;0.297548767;0.66796875
ITA;1926;0.52056306;-1.9353654;-0.21027676;-1.0590951;39502;2600.2277;0.283359877;0.65625
ITA;1927;-0.9809748;-1.3169217;-0.4212771;-0.33235501;39848;2530.7029;0.263225989;0.64453125
ITA;1928;-0.095830548;3.6957253;-0.629328;1.2562489;40186;2666.1997;0.26415896;0.6328125
